position,company,description,numreview,location
Biomedical Engineering: Faculty Position - Open Rank (Asst or Assoc Professor),Emory University,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>DESCRIPTION
</b></h2><div><div><div><p><b><i>The Wallace H. Coulter Department of Biomedical Engineering</i></b>, a joint department between Georgia Tech’s College of Engineering and Emory University’s School of Medicine (Atlanta, GA), is ranked #1 by US News and World Report. We benefit from a vibrant community of scientists, engineers and clinicians and are strongly supported by both institutions for continued growth.
</p><p>For 2018, we invite applications for multiple tenure-track faculty positions in the following areas:</p><ul><li>
Stem Cell Biology, Engineering, and Manufacturing. We seek candidates who can seamlessly interface between these areas to carry out translation of cell therapies or bring novel approaches to stem cell engineering and manufacturing, such as big data analytics/modeling/informatics, bioMEMs, biosensors, non-destructive and rapid cellular analyses, organoid-based disease models, integrated bioreactors, etc. In addition to stem cells, candidates working on immune cell manufacturing and engineering and focusing on the above-mentioned areas are also welcomed.
</li><li>Imaging Science and Technology, which includes but is not limited to: Image guided therapy and interventions, Neuroimaging, Multi-scale imaging, Point of care imaging and instrumentation, Biomedical image processing and analytics, Optical imaging and super-resolution, and Functional/molecular imaging and probes.</li></ul><p>
There is the possibility of more than one hire in each of the above areas.
</p><p>In addition to the above focus areas, truly exceptional candidates (“best athletes”) in other areas of research will also be considered. Such areas could include topics in immunoengineering, synthetic biology, neuroengineering, or protein engineering, but are not limited to those listed here.</p><p>
Research activities of applicants should be broadly synergistic with the existing strengths in the department, described under <i>Research </i>on our website, www.bme.gatech.edu. Indeed, candidates must describe in their cover letter how their research would synergize with other activities within the Department and could be applied to address important clinical needs. Candidates must hold a doctoral degree (PhD, MD, or equivalent) in engineering, medicine, applied mathematics, computer science, or the natural sciences. Successful candidates will be expected to develop a vibrant externally-funded research program and to participate in teaching and advising undergraduate and graduate students.</p><p>
Applications should be submitted through Emory's career portal. Please include: (1) a cover letter; (2) a statement of research interests, not to exceed 4 pages and focusing on the impact of the candidate’s proposed research, the underlying questions, and the approach(es) to be taken; (3) a statement of teaching interests and philosophy, not to exceed 1 page; (4) a complete curriculum vitae; and (5) names and complete contact information of three professional references.</p><p><b>
Applications will be considered starting immediately on a rolling basis. To ensure full consideration, all application materials must be received.</b></p><p>
Georgia Institute of Technology and Emory University are EEO/AA/DISABILITY/VETERAN EMPLOYER employers. Women, minorities, and other under-represented groups are encouraged to apply.</p></div></div></div></div></span>",550 reviews,"Atlanta, GA"
Solutions Consultant,Oversight Systems,"<span id=""job_summary"" class=""summary""><div><div><p>Oversight Systems is looking for driven, career-oriented individuals to leverage our proven approach and tools to support new sales opportunities.</p>
<p>
This is an excellent opportunity to join our rapidly growing team! The Solutions Consultant will support opportunities for net new business as well as upsell opportunities. Support will include attending and driving customer presentations &amp; demonstrations both via the web and in person. At times support will also include assisting team members with behind the scenes guidance and direction.</p>
<p>
Solutions Consultant, you will help customers realize the potential impact of our solution. By working directly with current and prospective customers, you will identify the potential impact of our solution, identify specific functional areas where the solution fits within the customer’s business, and quantify the value to be gained by leveraging real world cases and customer experiences to build a value-based business case for adoption.</p>
<p>
The Solutions Consultant is responsible for supporting the sale of Oversight’s “Insights On Demand”, our web based SaaS application that makes it easier than ever for our customers to uncover possible misuse, fraud and corruption, and compliance violations in travel and expense and procurement.</p></div>
<div><h2 class=""jobSectionHeader""><b>
Solutions Consultants are required to:</b></h2>
<ul><li>Support sales objectives with potential new customers.</li>
<li>Develop and maintain a deep understanding of Oversights “Insights on Demand.”</li>
<li>Work and learn the Oversight B2B SaaS sales methodology, follow the process and integrate specific solution messaging.</li>
<li>Actively participate with the Account Executives in remote and onsite meetings with prospects and existing customers, to persuade adoption of our solution through delivery of strong value position and accurate expectations.</li>
<li>Create “selling stories” based on knowledge gained through extensive collaboration with internal resources, including Sales, Client Engagements, and Solutions Consulting.</li>
<li>Develop and maintain sales tools that can be used by the Account Executives to express value proposition to prospects and customers throughout the sales cycle.</li>
<li>Collaborate with other internal teams to:
<ul><li>Share the business case and ensure a seamless transition to delivery of the solution.</li>
<li>Follow-up post-delivery toevaluate alignment of the delivered solution to the business case presented.</li>
</ul></li><li>Contact and interact with customers to understand their utilization of our solution and leverage the interaction to continually evolve value-based business case scenarios for use during the sales cycle.</li>
<li>Act as a liaison between Sales, Product Management, and Solutions Engineering to collaborate on value messaging related to upcoming features and provide feedback to drive future feature development.</li>
<li>Manage multiple projects and responsibilities simultaneously and consistently.</li>
<li>Effectively report and communicate to project teams.</li>
</ul></div><br>
<div><h2 class=""jobSectionHeader""><b>Compensation:</b></h2>
<p>This position carries competitive compensation. In addition, Oversight provides an excellent and comprehensive benefits package for our employees. This training consists of the same components that are offered to the top sales executives of Fortune 500 companies.</p>
<p>
This position is located in Atlanta, Georgia.</p>
<p>
If this sounds like a good fit for you, please submit your resume to recruiter@oversightsystems.com.</p></div>
<div><h2 class=""jobSectionHeader""><b>
About Oversight Systems:</b></h2>
<p>Business users have questions they know to ask of their data every day and they know what to do with the answers. Through Insights On Demand, Oversight provides customer-proven best practice analytics that address the objectives of the most common operational data analysis requirements. Oversight reduces the need for hard-to-find data scientists and reduces the cost for analysis. Insights On Demand leverages the Oversight Operational Analysis Platform to deliver insights and drive action at the front lines for better decisions. A Concur, SAP, and Oracle partner, Oversight customers include a range of Fortune Global 500 companies and government agencies and its software is used to monitor nearly $2 trillion in business transactions every year.</p></div></div></span>",6 reviews,"Atlanta, GA"
"Senior Scientist, Immunology","GeoVax, Inc.","<span id=""job_summary"" class=""summary""><p><b>INTRODUCTION</b></p><p>GeoVax, an Atlanta-area clinical stage biotech, is developing vaccines for HIV, hemorrhagic fever viruses, cancers, Hepatitis B, and other indications using our advanced DNA/MVA/VLP technology. This is an exciting time to join our team as we plan the Phase 2b efficacy trial of our Clade B HIV vaccine and generate critical protection data from animal studies of our Ebola, Zika, Lassa, Hepatitis B, cancer, and malaria vaccines. To accelerate the pace of preclinical and clinical testing, we are seeking an experienced, dynamic immunologist with a strong interest in vaccine development.</p><p><b>DUTIES</b></p><p>The Immunologist is responsible for the management, development, conduct and reporting of immune assays to measure antibody and cellular responses. Primary duties of the position include:</p><ul><li>Development, conduct, and qualification of immune assays using techniques such as flow cytometry, ELISA, and multiplex methodologies</li><li>Characterization of immune responses from animals (rodents, non-human primates) and clinical trial participants</li><li>Analysis and presentation of data from development projects, animal studies, clinical trials and qualification studies</li><li>Execution of critical immune assays under GLP compliance</li><li>Generation of clear and comprehensive laboratory reports</li><li>Assurance of the quality and reliability of immunology data generated in the GeoVax laboratories</li><li>Collaboration with other subject matter experts to accomplish large, cross-functional projects</li><li>Authoring scientific sections for inclusion in grant and contract applications</li></ul><p>GeoVax is a small, dynamic company. Our employees are flexible self-starters who contribute across multiple functional areas. In addition to the primary duties listed above, the Immunologist is expected to contribute in these areas:</p><ul><li>Quality Control testing of GeoVax vaccines using cell-based immunoassays</li><li>Molecular biology (cloning, expression, protein purification) to generate antigens</li><li>Organization and maintenance of the GeoVax laboratory</li><li>Maintenance of laboratory equipment including flow cytometers and plate readers</li><li>Participation in the laboratory safety program</li></ul><p><b>EDUCATION AND EXPERIENCE REQUIREMENTS</b></p><p>Ph.D., M.D. or D.V.M., postdoctoral training, and 5 years of relevant work experience</p><p>M.S. and 10 years of relevant work experience</p><p>B.S. and 12 years of relevant work experience</p><p><b>KNOWLEDGE REQUIREMENTS</b></p><p>In-depth knowledge of:</p><ul><li>Immunology</li><li>Vaccinology</li><li>Immunoassay techniques including flow cytometry, ELISA, and multiplex assays</li><li>Molecular biology</li><li>Assay development methods</li></ul><p>Working knowledge of:</p><ul><li>Execution of GLP-compliant studies</li><li>Methods for preparation of laboratory reports</li><li>Principles of grantsmanship</li></ul><p>Job Type: Full-time</p><p>Experience:</p><ul><li>flow cytometry: 5 years</li><li>ELISA: 5 years</li><li>grant writing: 3 years</li><li>immunology: 5 years</li><li>multiplex assay: 3 years</li><li>molecular biology: 3 years</li></ul><p>Education:</p><ul><li>Bachelor's</li></ul><p>Location:</p><ul><li>Metro Atlanta, GA</li></ul><p>Language:</p><ul><li>English</li></ul><p>Required work authorization:</p><ul><li>United States</li></ul></span>",,"Atlanta, GA"
"Director, Data Science (PS6695)","Anthem, Inc.","<span id=""job_summary"" class=""summary""><div><i>Your Talent. Our Vision.</i><b> At Anthem, Inc., </b>it’s a powerful combination, and the foundation upon which we’re creating greater access to care for our members, greater value for our customers, and greater health for our communities. Join us and together we will <b>drive the future of health care</b>.<br>
<br>
This is an exceptional opportunity to do innovative work that means more to you and those we serve atone of America's leading health benefits companies and a Fortune Top 50 Company.<br>
<br>
<b>Position may be located either in Atlanta, GA or Chicago, IL.</b><br>
<br>
<div>Lead a team of data-scientists engaged in development and implementation of machine learning algorithms and techniques to solve business problems and optimize member experiences.
</div><div>Primary duties may include are but not limited to:
</div><ul><li>Champion the design &amp; execution of machine learning projects to address specific business problems determined by consultation with business partners.
</li><li>Provide guidance to the team on working with data-sets of varying degrees of size and complexity including both structured and unstructured data.
</li><li>Piping and processing massive data-streams in distributed computing environments such as Hadoop to facilitate analysis.
</li><li>Lead batch and real-time model scoring to drive actions.
</li><li>Oversee development of proprietary machine learning algorithms to build customized solutions that go beyond standard industry tools and lead to innovative solutions.
</li><li>Develop sophisticated visualization of analysis output for business users.
</li><li>Publish results and address constraints/limitations with business partners.
</li><li>Provides high level controllership/evaluation of all output produced to ensure established targets are met.
</li><li>Determines the continuous improvement opportunities of current predictive modeling algorithms.
</li><li>Proactively collaborates with business partners to determine identified population segments and develop actionable plans to enable the identification of patterns related to quality, use, cost and other variables.</li>
<li>Hires, trains, coaches, counsels, and evaluates performance of direct reports.</li></ul></div> <div><ul><li>Requires MA/MS in Statistics, Computer Science, Mathematics, Machine Learning, Econometrics, Physics, Biostatistics or related Quantitative disciplines.
</li><li>7 years experience in predictive analytics and advanced expertise with software such as Python, R, SAS, SAS Enterprise Miner or equivalent, or any combination of education and experience which would provide an equivalent background. 3 years experience leading advanced modeling teams.
</li><li>Experience working with cross-functional project teams and managing communications including in-person or virtual meetings is required.
</li><li>Experience with presenting project output to a wide range of audience is required. Must demonstrate the ability to influence audience through effective communication skills.</li>
<li>PhD and experience in the healthcare sector preferred.</li></ul><b><i>
Anthem, Inc. is ranked as one of America’s Most Admired Companies among health insurers by Fortune magazine and is a 2017 DiversityInc magazine Top 50 Company for Diversity. To learn more about our company and apply, please visit us at antheminc.com/careers. An Equal Opportunity Employer/Disability/Veteran.</i></b></div></span>","3,182 reviews","Atlanta, GA 30301 "
A Vigorously-Charged Scientific Programmer,The Hexagon Lavish,"<span id=""job_summary"" class=""summary""><div>Job Description<br>
<br>
<p><b>Hexagon Lavish®</b> is a scientific research and development start-up based in Georgia that has an opening for a full-time/permanent position for a <b><i>Scientific Programmer</i></b>.<br>
<br>
The vigorously-charged <b><i>Scientific Programmer</i></b> will be responsible for supporting multiple projects and will work with senior engineers and scientists as far as helping with design architectures, interfaces and the development of advanced algorithms for both signal and image processing applications.<br>
<br>
The <b><i>Scientific Programmer</i></b> will also be responsible for conducting numerical analysis and tasks involving research in electromagnetic phenomena. The candidate chosen for the position of <b><i>Scientific Programmer</i></b> will have a background with significant experience in scientific/numerical software development in regards to writing scientific software and applying such software tools that will solve real world problems.</p></div> <div>Qualifications<br>
<br>
<p><b>Requirements</b></p><ul><li>
Ph.D. with the minimum of three years of experience in the disciplines of Applied Mathematics, General/Computational Physics, Statistics or Chemical/Electrical Engineering <b>OR</b> Master’s with the minimum of four years of experience in the disciplines of Applied Mathematics, General/Computational Physics, Statistics or Chemical/Electrical Engineering <b>OR</b> Bachelor’s with the minimum of five years of experience in the disciplines of Applied Mathematics, General/Computational Physics, Statistics or Chemical/Electrical Engineering</li></ul><br>
<ul><li>
Harbor the impulse to incorporate designing, implementation, validation, packaging and delivery of software</li></ul><br>
<ul><li>
Experience in the development of scientific software that supports scientific research programs/projects along with sensor ""preparation""</li></ul><br>
<ul><li>
Basic C++, if not a proficiency in C++11</li></ul><br>
<ul><li>
Experience developing GUIs (graphical user interfaces)</li></ul><br>
<ul><li>
Experience with TclTk, OpenGL, data visualization, computational geometry, MPI, CUDA</li></ul><br>
<ul><li>
An implied ability to work with Matlab, Labview</li></ul><br>
<ul><li>
Applicable in skill with theoretical modeling and simulation tools</li></ul><br>
<ul><li>
Have the means and willpower to engage in ""esoteric programming"" (if necessary)</li></ul><br>
<ul><li>
Not afraid to delve into measure theory</li></ul><br>
Additional Information<br>
<br>
<p><b>Essential Job Functions</b></p><div><br>
<ul><li>The candidate for this position will be an integral member on an interdisciplinary research team relating to applying their skill set to solving societal needs</li></ul><br>
<ul><li>Provide software programming skills for support of research and development projects in the areas of Applied Mathematics, Statistics, Nuclear Engineering, Electrical Engineering, Programming and Image and Signal Processing</li></ul><br>
<ul><li>Contribute technical expertise to symposia, scientific journal articles and technical reports</li></ul><br>
<ul><li>Prepare and deliver reports and/or presentations of research projects/analysis results to the Chief Scientist</li></ul><br>
<ul><li>Contribute to the generation of proposals</li></ul><br>
<ul><li>Apply safety-related knowledge, skills and practices to mundane duties and responsibilities to work</li></ul><br>
<ul><li>Supervision will be exercised over student interns on a project-by-project basis</li></ul><br>
<ul><li>Provides assistance to the Research Programmer with the PIR research project</li></ul><br>
<ul><li>Assists the Research Programmers, Research Statisticians, I.I. Analysts and Chief Scientist with the status reports</li></ul><br>
<b>
Other Essential Job Functions</b></div><div><br>
<ul><li>Be available to attend monthly meetups</li></ul><br>
<ul><li>Be willing to participate in annual conferences, conventions, meetings, etc.</li></ul><br>
<ul><li>Work closely with the Research Programmers, I.I. Analysts, Research Statisticians and Mathematical Statisticians in Applied Mathematics, General Physics, Computational Physics, Chemical/Electrical/Nuclear Engineering and Statistics</li></ul><br>
<ul><li>Mentor entry-level researchers and programmers in research methodology and scientific software development tools</li></ul></div><br>
<p><b>
Other Skills/Abilities
</b></p><ul><li>Fluent in English</li><li>Interpersonal skills; oral and written skills; and communication skills</li><li>Demonstrated ability to work with other members in an interdisciplinary team</li><li>Must be comfortable working alongside scientists, engineers, mathematicians and programmers in order to collaborate on completing research project tasks</li></ul><br>
<p><b>
Hexagon Lavish®</b> is an <i>equal opportunity employer</i>.</p></div></span>",,"Atlanta, GA"
Software Engineer,FraudScope,"<span id=""job_summary"" class=""summary""><p>FraudScope - the rapidly growing company that is tackling the problem of healthcare, fraud, waste and abuse - is looking for a full-time Software Engineer who is experienced in Laravel and can lead the back-end of our web application.</p><p>Personal responsibility with respect to quality, attention to detail, contribution of ideas, and respect for the value of the team are a must. The position requires working mostly from our office in Midtown Atlanta surrounded by an energetic community of successful startups.</p><p><b>Responsibilities: </b><br>- Generate efficient and maintainable code to delivers business value<br>- Implement new features with automated tests<br>- Maintain existing features and the corresponding tests<br>- Collaborate with other developers that interact with the back-end, front-end developers, DevOps, and data scientists<br>- Review code written by peers<br>- Analyze and improve PostgreSQL database performance</p><p><b>Requirements: </b><br>- 2+ years with Laravel<br>- 4+ years with PHP, web applications, and relational databases<br>- Familiarity with front-end languages (HTML, CSS, Javascript) and frameworks (VueJS, Bootstrap)<br>- Good communication skills<br>- 2+ years working in a team of developers<br>- Experience with source-code repository, particularly git<br>- Extremely comfortable with Linux, particularly Ubuntu</p><p><b>Preferred: </b><br>- Experience with AWS, Jira, test driven development<br>- ETL process<br>- Load testing (e.g., jMeter)<br>- Bachelor's Degree (or higher) in computer science or related field</p><p><b>Location: </b>Atlanta, GA</p><p>Job Type: Full-time</p><p>Experience:</p><ul><li>Laravel: 2 years</li><li>PHP: 4 years</li></ul><p>Required work authorization:</p><ul><li>United States</li></ul></span>",,"Atlanta, GA"
Sr. Data Scientist – Market Research,Analytic Recruiting,"<span id=""job_summary"" class=""summary""><div><div><h5 class=""jobSectionHeader""><b>Sr. Data Scientist – Market Research</b></h5></div><div><h6 class=""jobSectionHeader""><b>
Job Description:</b></h6><br>
<p>Senior Data Scientist with strong proficiency in predictive modeling, machine learning and data mining using Python or R sought by major media company to provide insight into audience consumption and behavior that will inform programming and content decisions. Ideal candidate should have a deep background in predictive analytics, market research statistics (e.g., cluster-based customer segmentation, etc.), forecasting and have a strong interest in media. Position is based in Atlanta, GA</p>
<p><b>Requirements:</b></p>
<ul><li>Bachelor’s degree in Statistics, Mathematics, Computer Science, Economics, Political Science, etc. Graduate degree referred</li>
<li>4+ years of experience in analytics and data science with a minimum of 2+ years conducting analysis in R, Python, SAS, etc.</li>
<li>Deep knowledge of a variety of statistical data mining methods including: linear and logistic regression, machine learning algorithms, experimental design and statistical graphics</li>
<li>Experience with relational databases and SQL preferred as well as knowledge of cloud-based environments like AWS</li>
<li>Ability to distill large bodies of research to key findings and explain them to non-technical audience</li>
<li>Basic web programming skills, including experience with API integrations for data retrieval</li>
<li>Interest in and knowledge of news and the news landscape</li>
<li>Experience with digital and television measurement a plus</li>
</ul><p><b>Keywords: </b>data science, machine learning, marketing science, predictive analytics, forecasting, media, audience insights</p>
<p>Refer to Job #23147 – and send MS Word attached resume to Howard Fishman, howard@analyticrecruiting.com</p></div></div></span>",2 reviews,"Atlanta, GA"
Director of Software,Bionic Sciences Inc.,"<span id=""job_summary"" class=""summary""><div>Job Description<br>
<br>
<p>We are looking for a driven, truly full-stack software engineer with experience across embedded, mobile, desktop, and backend development environments. You will work with the CTO to choose the tech stack, create the software architecture, and lead development of the ARM-based firmware, Windows desktop software, and Android apps. You will be responsible for developing communication protocols between these devices and integrating them with custom and commercially-available platforms, such as Raspberry Pi, as well as assistive frameworks from Microsoft, Google, and various smart home products. Initially you will be the primary developer with one or two junior developers working under you. As the company/ project grows, you will help build the team. This is a demanding job and requires someone who is able to work in a variety of roles and across software-hardware disciplines. You will have to create the roadmap towards the ultimate goals, make a detailed plan, and have the ability to execute it, and make it happen.</p></div> <div>Qualifications<br>
<br>
<p><b>Duties and Responsibilities</b></p><ul><li>Choose the tech stack and architect the software framework</li><li>Lead the development team and help it grow as additional funding arrives</li><li>Develop communication protocol between implantable/wearable devices and desktop/mobile devices. Modify firmware to support this protocol and write drivers for android and Windows.</li><li>Integrate hardware devices into Android and Window’s real-time high priority frameworks</li><li>Create GUI for data acquisition, managing settings, and calibration of the system</li><li>Create a testing process/framework to deliver a robust system with high uptime and few bugs</li><li>Develop interfaces to other existing research instruments, smart home devices, wheelchairs, etc.</li><li>Work with scientists, researchers, clinicians, patients, caregivers, and end-users to improve performance, functionality, and user-friendly interface</li><li>Help ensure compliance with CE, FCC, FDA, and other regulations in the US, Europe, and Asia</li></ul><p><b>
Required Skills</b></p><ul><li>Ambitious, self-directed, and well-motivated. Able to function independently, and yet in sync with the rest of the team. This is a startup, the work is challenging, but also intellectually engaging, and you will be rewarded well</li><li>Minimum BS in EE/CS or related field</li><li>3+ years of relevant industry experience</li><li>Experience with C++, Java, and C#. Able to understand MATLAB and LabVIEW code</li><li>Android and Windows development background</li><li>Experience developing embedded software, especially on ARM-based microcontrollers</li><li>Backend services development for long-term monitoring and providing services</li><li>Medical device experience preferred, but not required</li><li>Strong communication skills for creating documentation and architecting software</li><li>Creativity, problem-solving, accepting responsibility, and teamwork</li></ul><br>
Additional Information<br>
<br>
<p>All your information will be kept confidential according to EEO guidelines.</p></div></span>",,"Atlanta, GA 30332 "
Certifying Scientist / Quantitation Scientist,Lighthouse Lab Services,"<span id=""job_summary"" class=""summary"">A growing clinical toxicology laboratory in Atlanta, GA is seeking a Certification Scientist with strong chromatography skills to perform quantification and data review. Prior experience with toxicology drug testing is required, and experience with LC/MS (LC-MS, Liquid Chromatography Mass Spectrometry) is required. The selected candidate will with all phases of the confirmation test to include sample prep, loading the instrument, and initial quantification and review.
<br><br>
The Certification Scientist employs quantitation software for data analysis. In addition to data quantitation, the Certification Scientist is also responsible for quality control and patient result review and release in a manner which meets company objectives and timelines. The Quantitation I designation indicates that the testing personnel is qualified to perform initial quantitation on patient specimens, but has not yet been trained and approved to perform secondary review of patient results.
<br><br>
RESPONSIBILITIES
<br><br>
Perform each duty in compliance with all regulatory policies and procedures (HIPAA, CLIA, CAP, COLA, NYS, and OSHA)
<br><br>
<b>Quantitation of all daily batches which include:</b> Core Urine and Oral fluids, Alcohol and Barbs, and CCM.
<br><br>
Communicate any reinjections/re-extractions with LCMS team, along with atypical chromatography.
<br><br>
Update batch tracking log accordingly.
<br><br>
Check overdue test reports on the LIS.
<br><br>
Research questionable results on the LIS.
<br><br>
Perform all tasks following the safety guidelines indicated in the safety training and procedures.
<br><br>
Perform other related duties as required.
<br><br>
Participate in continuing education through self-study, attending in-services and off-site lectures and meetings.
<br><br>
MINIMUM REQUIRED EDUCATION AND EXPERIENCE
<br><br>
Bachelor’s Degree in Biology, Chemistry, or a related field; or equivalent combination of education, training and experience in a clinical analytical laboratory; and at least 1 year of directly related work experience preferred
<br><br>
Evidence of qualification under CLIA as testing personnel documented
<br><br>
Eligible for certification within 18 months of hire
<br><br>
<b>Shift:</b> 10:00 am to 6:30 pm
<br><br>
<b>Salary:</b> $50,000-$55,000
<br><br>
<b>Benefits:</b> Medical, Dental, Vision, PTO
<br><br>
<b>About Us:</b><br>
At Lighthouse Lab Services, we offer solutions to help start, grow, and run clinical laboratories. Our recruiting team has over 14 years of proven success placing job seekers in positions ranging from entry level Medical Technologists to seasoned Laboratory Directors. We recruit nationwide, for permanent and travel positions with clients ranging from small hospitals to large reference laboratories.
<br><br>
It is the policy of Lighthouse Lab Services to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, Lighthouse Lab Services will provide reasonable accommodations for qualified individuals with disabilities.
<br><br>
Lighthouse Lab Services | 800-838-0602 | lighthouselabservices.com
<br><br>
#13579 Job ID 8982</span>",,"Atlanta, GA"
Senior Data Scientist,Smith Hanley Associates,"<span id=""job_summary"" class=""summary""><div>rpereira@smithhanley.com<br>
Title: Senior Data Scientist<br>
Location: Atlanta, GA<br>
<br>
The ideal candidate is proficient with R or a similar statistical software package. They are able to build and deploy machine learning models as well. A background in logistics or industrial field is highly desired.
<br>
<br>
This is an excellent opportunity to join a growing organization!
<br>
This is a highly visible role!<br>
<br>
SR. DATA SCIENTIST DESIRED EXPERIENCE:<br>
<br>
<ul><li>5 or more years of experience in an analytical role</li><li>Master's degree in a quantitative field, preferred</li><li>Proficient with R</li><li>Hands on experience in data analysis, predictive analytics and machine learning algorithms</li></ul><br>
SR. DATA SCIENTIST RESPONSIBILITIES:<br>
<br>
<ul><li>Apply advanced statistical techniques to large datasets to develop strategic insights</li><li>Develop machine learning approaches and deploy models</li><li>Collaborate with team members to build data models, tools and dashboards to enable senior level stake holders to to access data and draw insights</li><li>Must be Self-Driven</li><li>Must be Detail-Oriented and Highly Organized</li><li>Must be a Team Player</li></ul><br>
#GD</div></span>",18 reviews,"Atlanta, GA"
Sr Manager - Data & Analytics,General Electric,"<span id=""job_summary"" class=""summary""><div><b>About Us:</b><br>
GE is the world's Digital Industrial Company, transforming industry with software-defined machines and solutions that are connected, responsive and predictive. Through our people, leadership development, services, technology and scale, GE delivers better outcomes for global customers by speaking the language of industry.<br>
GE offers a great work environment, professional development, challenging careers, and competitive compensation. GE is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.<br>
<br>
<b>Role Summary:</b><br>
The Senior Manager - Data &amp; Analytics will be GE Digital Leader responsible for Analytics and Data Science areas of program execution with broad analytics scope and high impact to the GE businesses worked out of Hubs. In this role, you will be responsible for leading, executing and operationalization of world class data driven methods, advanced algorithms and capabilities to support needs of the businesses.<br>
<br>
<b>Essential Responsibilities:</b><br>
Lead cross-disciplinary teams on solving business problems using analytics, typically involving large data sets. These cross-disciplinary teams typically include data scientists, engineers, functional leaders from services, finance, marketing, risk and IT functions that come together to work on applying data and analytics to drive operational excellence in services.<div>
Potential application areas include:<br>
</div><div><ul><li>
Driving operational excellence by using data and analytics to drive visibility, insights and actions to facilitate decision making in sourcing and supply chain functions</li><li>
Driving excellence in finance, marketing, service operations, commercial and risk functions using advanced data &amp; analytics capabilities</li><li>
Enabling customer-oriented analytics offerings You will:</li><li>
Act as thought leader for the use of data and analytics to drive critical business decisions, business strategy and able to serve as coach / mentor for data analysts on the team</li><li>
Lead cross-functional teams, and provide business / functional perspective to data science projects, and support problem scoping and structuring</li><li>
Lead all data related activities (data discovery and organization on SQL/Big data stack, cleansing and data prep) to support development of new data science approaches and methodologies (e.g. neural nets, CART, Bayesian methods, etc.) to improve operations and business outcomes</li><li>
Lead program management, including operationalization of analytic methods and products in functional settings, and drive agile development of new methods and capabilities</li><li>
Ensure customer adoption &amp; drive consumption of analytics, and maximize usage and use of analytics with customers</li><li>
Maintain effective working relationship with business leaders, stakeholders, users and partners to integrate programs into overall strategic objectives</li><li>
Conduct project reviews, feasibility, prioritization, initiation, execution, user acceptance, operationalization for all project work related to the data science program(s)</li><li>
Partner with shared technical and business resources (GRC, IT teams, Engineering, Product Management, Software CoE etc.) to effectively deliver and support solutions</li><li>
Effectively communicate (i.e. status, issues, and escalations) to leadership and other various levels of the organization</li></ul></div>
<br>
<br>
<b>Qualifications/Requirements:</b><br>
<ul><li>Bachelor's Degree in Computer Science, Mathematics, Applied Statistics OR in ""STEM"" Majors</li><li>
(Science, Technology, Engineering and Math)</li><li>
Minimum of 3 years of experience working with Data Management, Business Intelligence, or Data Analytics</li><li>
Minimum 7 years of functional experience with some/any of the following functions such as finance, risk, services operations, field service, commercial, marketing, and product management</li><li>
GB/BB certified – Able to use tools (analytics, CAP, Six Sigma) and techniques to drive change</li><li>
Strong program / project management skill</li></ul><div><br>
</div><div>
Eligibility Requirements: (Country Specific)</div><div><ul><li>
Legal authorization to work in the U.S. is required. GE may agree to sponsor an individual for an employment visa now or in the future if there is a shortage of individuals with particular skills.</li><li>
Legal authorization to work in the U.S. is required. We will not sponsor individuals for employment visas, now or in the future, for this job (No Visa)</li><li>
Must be willing to travel 20%</li><li>
Must be willing to work out of an office located in Atlanta, GA</li></ul></div>
<br>
<br>
<b>Desired Characteristics:</b><br>
<ul><li>Passionate about driving change and influence across enterprise</li><li>
Demonstrated ability to lead in a highly matrixed environment</li><li>
Ability to work with cross-functional teams to drive operationalization of analytic products and help teams to transform processes through analytics</li><li>
Strong ability to communicate deep analytical results in forms that resonate with the business collaborators, highlighting actionable insights</li><li>
Entrepreneurial inclination to discover novel opportunities for applying analytical techniques to business/scientific problems across the company</li><li>
Ability to acquire any specialized domain knowledge required to be more effective in all required activities</li><li>
Working knowledge of mathematics, statistics, text mining, and modeling skills</li><li>
Willingness to learn and develop critical data science skills (e.g. statistical analyses, advanced data visualization, data mining, and data cleansing/transformation)</li><li>
Working knowledge of Big Data programming environments and Competency in major analytics software packages and programming environments (e.g. Hadoop / Map-Reduce, Mahout; Python, R, Java etc. in Big data paradigms)</li><li>
Hands on experience working with database technologies, including Oracle, SAP, SQL / NoSQL platforms, visualization applications such as Spotfire or Tableau</li><li>
Familiarity with writing SQL queries and working with databases</li><li>
Green Belt / Black Belt certification</li></ul>
<p>#DTR<br>
<br>
<b>Locations: </b>United States; Georgia; Atlanta<br>
</p><p>
GE will only employ those who are legally authorized to work in the United States for this opening.</p></div></span>",292 reviews,"Atlanta, GA 30319"
