position,company,description,numreview,location
Imaging Systems Scientist,Google,"<span id=""job_summary"" class=""summary""><div><div><div><div><p>Google's custom-designed machines make up one of the largest and most powerful computing infrastructures in the world. The Hardware Testing Engineering team ensures that this cutting-edge equipment is reliable. In the R&amp;D lab, you design test equipment for prototypes of our machinery and develop the protocols used to scale these tests for the entire global team. Working closely with design engineers, you give input on designs to improve our hardware until you're sure it meets Google's standards of quality and reliability.</p>
<p>As an Imaging Systems Scientist, you will lead R&amp;D efforts for new types of sensing and imaging technology. We are developing products that span a range of technical areas including image processing, 3D computer vision, imaging hardware, and new types of user interaction. You'll work collaboratively with a small team that combines research and engineering expertise and you will collaborate with groups across Google to create ground-breaking products that will transform an industry and impact millions of users.
</p><p>You will define complete product technology solutions, and work collaboratively to validate concepts and build prototypes in our team's lab. You will work cross-functionally with software engineers, algorithm developers, mechanical design, electrical engineering, optical design and product engineering teams.</p>
<p>The Google Virtual Reality and Augmented Reality team is a fast moving group of engineers, designers, and research scientists tasked with building the foundations for great immersive and augmented reality apps and prototyping novel, delightful user experiences. We are focused on making virtual reality accessible to millions of people through mobile devices, and its scope continues to grow and evolve.<br>
</p></div><div><div><div>
Responsibilities
</div><div><ul><li>Understand the limits and capabilities of prototype imaging hardware using theoretical and experimental approaches.</li>
<li>Design and implement roadmap for future hardware, balancing incremental improvements with research into radical approaches.</li>
<li>Understand the state of the art, across a range of fields to invent new measurement techniques.</li>
<li>Build first prototypes.</li>
<li>Translate component performance to system performance.</li>
</ul></div></div><div><div>Qualifications
</div><div>Minimum qualifications:<ul>
<li>Physics or Engineering PhD or equivalent work experience</li>
<li>8 years of experience in the lab with optical measurement experience, in particular image sensors, laser-based systems.</li>
<li>Experience with linear algebra, 3D, probability, statistics, optimization and first principles modeling</li>
</ul><br>
Preferred qualifications:<ul>
<li>Experience building complex low volume production hardware (5-5000 units) and with information theory (channel capacity, coding).</li>
<li>Experience in color science or subjective image quality assessment</li>
<li>Experience with 3d computer vision concepts (i.e. camera calibration).</li>
<li>Data analysis and/or programming experience: C++, Python, matlab</li>
<li>Systems engineering experience: software, optics, electronics, image sensors, cameras, displays</li>
<li>Able to understand and communicate design space and objectives.</li>
</ul></div></div></div></div><br>
<div><div>At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.</div></div><div><div><b>
To all recruitment agencies:</b> Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes.</div></div></div></div></span>","2,474 reviews","Mountain View, CA"
Scientist: Machine Learning for Multimodal Time Series Data,Honda Research Institute USA,"<span id=""job_summary"" class=""summary""><div><p>This position offers the opportunity to conduct innovative research on a broad set of problems related to scene and driver understanding. The successful candidate focuses on research and development of machine learning algorithms toward analysis, recognition, prediction, and anomaly detection of time series data captured by multi-modal data streams including video cameras, driver monitoring sensors, and vehicle sensors.</p>
<p><b>Key Responsibilities:</b></p>
<ul><li><p>Research and development of machine learning, video/signal processing algorithm.</p>
</li><li><p>Design, development, and integration of the software systems and architectures necessary to realize research prototypes.</p>
</li><li><p>Develop and evaluate metrics to verify reliability of the proposed algorithms.</p>
</li><li><p>Participate in data collection, sensor calibration, and data processing.</p>
</li><li><p>Contribute to a portfolio of patents, academic publications, and prototypes to demonstrate research value.</p>
</li></ul><p><b>Minimum Qualifications:</b></p>
<ul><li>PhD in computer science, electrical engineering, or related field.</li>
<li>Strong familiarity with machine learning techniques pertaining to visual and/or signal processing.</li>
<li>Highly proficient in software engineering using Deep Learning frameworks such as TensorFlow and/or PyTorch.</li>
<li>Strong written and oral communication skills including development and delivery of presentations, proposals, and technical documents.</li>
<li>Strong publication record in one or more of the following areas: computer vision, machine learning.</li>
</ul><p><b>Preferred Qualifications:</b></p>
<ul><li>Hands-on experience in handling multi-modal sensor data.</li></ul></div></span>",,"Mountain View, CA"
"Research Scientist, Machine Learning and Intelligence",Google,"<span id=""job_summary"" class=""summary""><div><div><div><p><b>Note: By applying to this position your application is automatically submitted to the following locations: Seattle, WA, USA; New York, NY, USA; Mountain View, CA, USA; Pittsburgh, PA, USA</b></p><div><p>
Research in machine intelligence has already impacted user-facing services across Google including Search, Maps and Google Now. Google Research &amp; Machine Intelligence teams are actively pursuing the next generation of intelligent systems for application to even more Google products. To achieve this, we’re working on projects that utilize the latest techniques in Machine Learning (including Deep Learning approaches like Google Brain) and Natural Language Understanding.</p>
<p>We’ve already been joined by some of the best minds, and we’re looking for talented Research Scientists that have applied experience in the fields of Machine Learning, Natural Language Processing and Machine Intelligence to join our team.
</p><p>We do research differently here at Google. Research Scientists aren't cloistered in the lab, but instead they work closely with Software Engineers to discover, invent, and build at the largest scale. Ideas may come from internal projects as well as from collaborations with research programs at partner universities and technical institutes all over the world. From creating experiments and prototyping implementations to designing new architectures, Research Scientists and Software Engineers work on challenges in machine perception, data mining, machine learning, and natural language understanding. You stay connected to your research roots as an active contributor to the wider research community by partnering with universities and publishing papers.</p>
<p>There is always more information out there, and Research and Machine Intelligence teams have a never-ending quest to find it and make it accessible. We're constantly refining our signature search engine to provide better results, and developing offerings like Google Instant, Google Voice Search and Google Image Search to make it faster and more engaging. We're providing users around the world with great search results every day, but at Google, great just isn't good enough. We're just getting started.</p></div><div><div><div>
Responsibilities
</div><div><ul><li>Participate in cutting edge research in machine intelligence and machine learning applications.</li>
<li>Develop solutions for real world, large scale problems.</li>
</ul></div></div><div><div>Qualifications
</div><div>Minimum qualifications:<ul><li>
PhD in Computer Science, related technical field or equivalent practical experience.</li><li>
Programming experience in one or more of the following: C, C++ and/or Python.</li><li>
Experience in Natural Language Understanding, Computer Vision, Machine Learning, Algorithmic Foundations of Optimization, Data Mining or Machine Intelligence (Artificial Intelligence).</li><li>
Contribution to research communities and/or efforts, including publishing papers at conferences such as NIPS, ICML, ACL, CVPR, etc.</li></ul><br>
Preferred qualifications:<ul><li>
Relevant work experience, including experience working within the industry or as a researcher in a lab.</li><li>
Ability to design and execute on research agenda.</li><li>
Strong publication record.</li></ul></div></div></div></div><br>
<div><div>At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.</div></div><div><div><b>
To all recruitment agencies:</b> Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes.</div></div></div></div></span>","2,474 reviews","Mountain View, CA"
"Research Scientist, Google Brain (United States)",Google,"<span id=""job_summary"" class=""summary""><div><div><div><div><p><b>Note: Although most of our Research Scientists are based in Mountain View, CA, we have Research Scientist roles available in other offices as well.
</b></p><p>Please indicate your location(s) of interest in your cover letter. This role is also available in Montreal, QC, Canada and Toronto, ON, Canada.
</p><br>
<br>
<b>Note: By applying to this position your application is automatically submitted to the following locations: Cambridge, MA, USA; San Francisco, CA, USA; New York, NY, USA; Mountain View, CA, USA</b></div><div><p>
Research Scientists at Google work closely with Software Engineers to discover, invent, and build at the largest scale. Ideas may come from internal projects as well as from collaborations with researchers at partner universities and technical institutes all over the world. From creating experiments and prototyping implementations to designing new learning algorithms, Research Scientists work on challenges in machine perception, data mining, machine learning, and natural language understanding. As a Google Research Scientist, you will continue to be an active contributor to the wider research community by collaborating with academic researchers and by publishing papers.
</p><p>Researchers on the Google Brain team have the freedom to set their research agenda and to engage as much or as little as they wish with existing products, choosing between doing more basic, methodological research or more applied research as necessary to produce the most compelling results. Because many of the advances we develop today may take years to become useful, the team as a whole maintains a portfolio of projects across this spectrum. It is our philosophy that making substantive progress on hard applications can help drive and sharpen the research questions we study, and in turn scientific breakthroughs can spawn entirely new applications.
</p><p>The Google Brain team’s research focuses on methods that can learn multiple layers of rich, non-linear feature extractors and can scale to large amounts of data. Much of our work is best understood as part of the deep learning subfield of machine learning, but we are interested in any methods capable of efficient and effective feature learning that get good results on challenging problems. We have resources and access to projects impossible to find elsewhere. Our broad and fundamental research goals allow us to collaborate closely with and–contribute uniquely to–many different product teams across the company.</p></div><div><div><div>
Responsibilities
</div><div><ul><li>Participate in cutting edge research in machine intelligence and machine learning applications.</li>
<li>Develop solutions for real world, large scale problems.</li>
</ul></div></div><div><div>Qualifications
</div><div>Minimum qualifications:<ul>
<li>PhD in Computer Science, related technical field or equivalent practical experience.</li>
<li>Experience in Natural Language Understanding, Computer Vision, Machine Learning, Algorithmic Foundations of Optimization, Data Mining or Machine Intelligence (Artificial Intelligence)</li>
<li>Programming experience in one or more of the following: C, C++, Python</li>
<li>Contributions to research communities and/or efforts, including publishing papers in machine learning venues (e.g: JMLR, ICLR, NIPS, ICML, ACL and CVPR)</li>
</ul><br>
Preferred qualifications:<ul>
<li>Relevant work experience, including full time industry experience or as a researcher in a lab</li>
<li>Strong publication record</li>
<li>Ability to design and execute on research agenda.</li>
</ul></div></div></div></div><br>
<div><div>At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.</div></div><div><div><b>
To all recruitment agencies:</b> Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes.</div></div></div></div></span>","2,474 reviews","Mountain View, CA"
"Head of Data Science, Chronicle",Google,"<span id=""job_summary"" class=""summary""><div><div><div><div><p>As Lead Data Scientist for Chronicle, you’ll lead a team of data scientists and machine learning experts working to solve our customers’ most pressing cyber-security challenges. As the team lead, you will not only define our machine learning and data science strategy and roadmap, but also actively prototype and productionize analytics, visualizations and machine learning models at massive scale. Last but certainly not least, you will build and manage a growing team of data science and machine learning practitioners. You are excited to do hands-on work as well as setting our broader machine learning agenda and leading the team.</p><p>
Born from X, Alphabet's moonshot factory, Chronicle is advancing cybersecurity for enterprises of all sizes. We are dedicated to helping companies find and stop cyber attacks before they cause harm. We work with the entire security industry to give good the advantage in the fight against cybercrime. Joining experts in large-scale cloud computing, big data, machine learning, and cybersecurity, you'll help build out the next generation of security intelligence solutions.</p></div><div><div><div>
Responsibilities
</div><div><ul><li>Define and execute Chronicle’s data science and machine learning strategy and roadmap.</li>
<li>Investigate and prototype new machine learning approaches, and build production pipelines operating on massive amounts of cyber-security data.</li>
<li>Build and mentor a great team of machine learning experts and data scientists.</li>
<li>Manage your team’s project priorities, deadlines, and deliverables.</li>
<li>Represent Chronicle at professional conferences; publish your work in journals.</li>
</ul></div></div><div><div>Qualifications
</div><div>Minimum qualifications:<ul>
<li>Master’s degree in Machine Learning, related technical field, or equivalent practical experience.</li>
<li>8 years of relevant work experience.</li>
<li>Experience building prototype and production machine learning pipelines (supervised and unsupervised models, etc.) for data sets.</li>
<li>Experience managing a team of machine learning practitioners and data scientists.</li>
</ul><br>
Preferred qualifications:<ul>
<li>PhD in Machine Learning, related technical field or equivalent practical experience.</li>
<li>10 years of relevant work experience.</li>
<li>Experience in analyzing/processing cyber-security-related big-data and strong familiarity with cyber-security (attacks, defenses).</li>
</ul></div></div></div></div><br>
<div><div>At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.</div></div><div><div><b>
To all recruitment agencies:</b> Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes.</div></div></div></div></span>","2,474 reviews","Mountain View, CA"
People Scientist,Humu,"<span id=""job_summary"" class=""summary""><b>Role and responsibilities:</b><br>
<ul>
<li>As a member of the People Science team, you will ensure that Humu is built upon solid science and research</li>
<li>You’ll use research and data to derive insights and drive behavior change within organizations</li>
<li>You’ll partner with Humu’s clients to deploy the product and ensure success alongside partners in Sales, Product and Engineering.</li>
</ul>
<b>Qualifications:</b><br>
<ul>
<li>4+ years experience in a field that uses analytics to understand human behavior</li>
<li>Passion for applying social science research to solve real-world organizational issues</li>
<li>Experience analyzing data from surveys and experimental research in a business or academic context</li>
<li>Demonstrated knowledge of statistics and statistical software (e.g., R, SPSS, Stata)</li>
<li>Ability to communicate clearly and effectively, and to translate data into insights for a non-technical audience</li>
<li>Ability to navigate ambiguity and solve problems in a fast-paced environment</li>
<li>Preference will be given to candidates with experience in text and/or social network analytics</li>
</ul>
</span>",,"Mountain View, CA"
Senior Data Scientist,Upwork,"<span id=""job_summary"" class=""summary""><div><div><div>Upwork is the world's largest freelancing website. Each year $1.5 billion of work happens through Upwork, allowing businesses get more done and helping professionals break free of traditional time and place boundaries and work anytime, anywhere on projects they love. At Upwork, you'll help build on this momentum. Together, we'll create economic and social value on a global scale, providing a trusted online workplace for businesses to connect with extraordinary talent and work without limits.</div><div><br>
</div><div>
Despite our success, we believe we can do better, which is why we’ve assembled a diverse team of graduates from Stanford, MIT, and Berkeley in fields ranging from computer science and electrical engineering to economics and statistics.</div><div><br>
</div><div>
Your job as a Sr. Data Scientist will be to help us create the algorithms that match people who need to get work done with the exact person who can do the job. This isn't an easy problem to solve considering the multitude of complex factors involved, including but not limited to: (1) client’s job requirements and preferences, (2) freelancer availability, cost, skill and prior job success, and (3) Upwork’s policies targeting overall marketplace health and growth.</div><div><br>
</div><div>
We believe that this <b>multi-sided match problem </b>is one of the most challenging data and machine learning problems that currently exist. Unlike traditional matching problems in Information Retrieval and Recommender Systems, the right answer for “php developer” depends on who’s making the request, who’s available to work, and whether the matches help to optimize the labor marketplace exchange and promote overall growth. We have a world-class team and the largest closed-loop online dataset of jobs, job seekers, job progress and job completion feedback to lead research &amp; engineering in the online world of labor. If you’re passionate about solving hard problems at big data scale, knowing that your contribution to Upwork is enabling massive economic value and creating social value globally, then please read on.</div><div><br>
</div><div>
The ideal candidate for this role will have over five years of experience from a major consumer Internet brand well-studied in search, recommender systems and machine learning. You don’t have to have a degree from one of the world’s top schools, but you’ve already done a few big things in your career and can hang with some of the brightest data scientists in the world. One of your hallmarks is your ability to reconcile business needs with what the data is suggesting to come up with new ideas and approaches. In the process, you derive much of your joy at work knowing that your inventions and your job matters.</div><div>
If you and the team you’re on are successful, you will change the company and the world.</div><div>
</div></div>
<div><div><h3 class=""jobSectionHeader""><b>In this role, you will:</b></h3><div><ul><li>
Build machine learning models that will become core components driving our marketplace</li><li>
Dive deep into the data and share your insights across the business</li><li>
Collaborate with product and engineering on key initiatives</li><li>
Work with freelancer engineers, analysts and data scientists from around the world</li><div><br>
</div></ul></div></div></div>
<div><div><h3 class=""jobSectionHeader""><b>To win in this role, you need:</b></h3><div><ul><li>
Deep knowledge of machine learning, information retrieval, recommender systems, natural language processing or related fields</li><li>
Solid programming skills that enable you to retrieve, analyze and process data, and build machine learning models from the ground up (e.g. SQL, Python, Scala, Java).</li><li>
Superior ability to analyze and interpret the results of product experiments</li><li>
Employment history at both start-ups as well as at least one job at a recognizable consumer Internet company</li><li>
Strong communication skills, both written and verbal</li></ul></div></div></div>
<div><div><b>Come change how the world works.</b></div><div><br>
</div><div>
At Upwork you’ll help shape the future of work. From our offices in San Francisco, Mountain View and Chicago, together we’re creating exciting new opportunities for a world of professionals. You’ll be part of a vibrant culture built on shared values: Inspire a boundless future of work, Put our community first, Have a bias towards action, and Build amazing teams. Along the way you’ll have fun and enjoy the perks of a people-first company: Work from Home Wednesday's, daily breakfast and lunch, regular in-office happy hours, top-notch benefits … and more. Check out Upwork’s spotlight on The Muse for a glimpse of our daily work/life balance.</div><div><br>
</div><div>
Upwork is proudly committed to recruiting and retaining a diverse and inclusive workforce. As an Equal Opportunity Employer, we never discriminate based on race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical condition), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.</div></div></div></span>",756 reviews,"Mountain View, CA"
Business Data Analyst,Intuit,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>Overview</b></h2><div>
We are looking for a hands-on Data Scientist in the Small Business &amp; Self-Employed Data Product, Analytics &amp; Science team. The ideal candidate is a creative problem solver with a passion for customer experience and for delivering advanced data-driven solutions. You will work alongside customer experience leaders and product managers to help define, build and shape the future of the customer experience across Intuit’s ecosystem.</div><h2 class=""jobSectionHeader""><b>
Responsibilities</b></h2><ul>
<li>Demonstrates knowledge of the business goals and business constraints. Creates appropriate analyses that drive business leaders to take action</li>
<li>Effectively executes contributions to multi-person projects. Translates simple business requirements into key milestones and deliverables</li>
<li>Clearly articulates findings and contributes to dialogues with leaders to change business actions</li>
<li>Coaches and mentors others on best practices, proactively suggests improvements to the status quo and develops analytical initiatives of moderate complexity, developing tracking, combining data from multiple sources to extract meaning, reconcile assumptions, and identify logical path for action</li>
<li>Understand the current ecosystems, historical customer behaviors, and long-term trends in order to identify ways to improve and communicate the necessary information to key partners</li>
<li>Partner with cross-functional teams including Customer Care, Product, Marketing, Engineering, Finance and Analytics to design and build tools to improve upon customer experience</li>
<li>Democratize data by building and socializing decision tools (dashboards, reports); build key data sets/pipelines to empower operational and exploratory analysis.</li>
<li>Provide insights to the leadership team on impact of strategic initiatives on the key metrics</li>
</ul><h2 class=""jobSectionHeader""><b>Qualifications</b></h2><ul>
<li>2+ years of experience in generating and presenting insights from marketing/product/customer care data; experience in advanced analytics and optimization a plus!</li>
<li>Understanding of statistical and predictive modeling concepts, experimental design and multivariate A/B testing, machine-learning approaches, clustering and classification techniques, and recommendation and optimization algorithms</li>
<li>Experience in descriptive statistics, experimental design and hypothesis testing.</li>
<li>Outstanding communication skills with the ability to interact with business leaders to make business recommendations</li>
<li>Uses SQL skills to perform data segmentation and aggregation from scratch; experience working with granular web clickstream data and behavior tracking tools like SiteCatalyst</li>
<li>Experienced in programming languages and stats packages (e.g. python, R); comfortable creating re-usable data sets with high quality data</li>
<li>Advanced degree in Mathematics, Statistics, Finance, Economics, Business or a related field. PhD in a related field a plus</li>
<li>Love mentoring and guiding others on best practices. Passionate about the advancement of whole team</li>
<li>Experience with customer behavioral analytics and knowledge of customer care analytics is a plus!</li></ul></div></span>","1,033 reviews","Mountain View, CA 94039"
Principal Data Scientist,Symantec,"<span id=""job_summary"" class=""summary""><div><h1 class=""jobSectionHeader""><b>About Symantec:
</b></h1><p>Symantec Corporation (NASDAQ: SYMC) is the global leader in cyber security. Operating one of the world’s largest cyber intelligence networks, we see more threats, and protect more customers from the next generation of attacks. We help companies, governments and individuals secure their most important data wherever it lives.
</p><br>
<h2 class=""jobSectionHeader""><b>About the Role:
</b></h2><p>We are looking for a hands-on, results-oriented, intellectually curious, self-learning Sr. Principal Data Scientist/Analyst to join our Marketing Analytics team. Our mission is to understand the behavior of our customers with respect to how they interact with our web properties, product UIs, subscriptions, marketing channels, CRM systems, and sales platforms so that we can provide the most actionable and impactful insights, advice, and data products to our Marketing organization. Although we expect you to have experience using a variety of modeling and algorithmic methods and familiarity with digital marketing practices, web analytics, and customer lifetime value, we also expect you to apply strong business acumen to the models you build. You possess excellent communication skills and are able to engage with senior leaders to design well-constructed analyses and work cross-functionally with analysts, product managers and engineers to effectively deliver actionable results.
</p><br>
<p>You will be joining a team environment like no other. You will not find big egos here. You will find a strong team of analysts that thrives equally on learning and teaching - we value learning from the most junior to the most senior members of our team and beyond. We are passionate about our work, and our appetite for improving existing skills while acquiring new ones is insatiable. We practice and demand transparency – we work hard to spread, not hoard, our knowledge within our team and across the organization. We often refer to ourselves as Data Scientists because, ultimately, our job is to acquire knowledge about the business so we can apply scientific techniques to drive profitable growth. If you share our values, we would love to hear from you.
</p><br>
<br>
<h2 class=""jobSectionHeader""><b>Responsibilities:
</b></h2><ul><li>Learn and stay current with the latest techniques in statistical and machine learning and apply them to our analytical challenges.
</li><li>Identify and analyze customer behaviors for use in tactical and strategic decision-making.
</li><li>Discover the critical customer attributes (variables) that will give us the most leverage to improve customer lifetime value.
</li><li>Discover impediments to conversion and retention (frictions) and identify the causes.
</li><li>Work with cross-functional teams of sales, finance, marketing, and product managers to understand market and competitive dynamics.
</li><li>Establish regular and insightful analyses on core KPIs to define levers to improve business performance.
</li><li>Work with Engineering and Product teams who create the data pipelines to ensure the appropriate metrics and dimensions are incorporated into our data sets.
</li></ul><p><b>Qualifications:
</b></p><ul><li>Masters or PhD degree in a quantitative discipline (Economics, Finance, Statistics, Chemistry, Physics, Biology, Mathematics, Engineering, Computer Science, or MBA with emphasis in analytics).
</li><li>10-12+ years' work experience in marketing analytics/data science role (acquisition, CRM, retention).
</li><li>Proficient at analyzing large multi-dimensional data sets using data/statistical tools such as SQL, R, Python, and SAS.
</li><li>Experience with regression methods (linear, non-linear, logistic), machine learning techniques (Random Forest, SVM, Boosting), scientific method, CLV modelling, dynamic modelling, stochastic methods, etc.
</li><li>Expertise with web analytics methods and frameworks – Omniture/Google Analytics
</li><li>Translating data into an informed story via visualization tools such as Qlikview or Tableau
</li><li>Excellent communication skills with strong ability to synthesize key insights into actionable solutions
</li></ul><br>
<p><b>#LI-VN1</b></p></div></span>",950 reviews,"Mountain View, CA"
"Diversity Events Specialist, Talent Programs and Events",Google,"<span id=""job_summary"" class=""summary""><div><div><div><div><p>Google is known for our innovative technologies, products and services — and for the people behind them. The Google People Services (GPS) team focuses on providing an amazing experience to past, present and future Googlers. As a Programs Specialist, you will enthusiastically represent the Google brand and build our talent pipeline. Whether it’s making our staffing systems more efficient, planning for our growth, building relationships on college campuses or cultivating the next generation of computer scientists, you will have an eye on the staffing needs of Google and the broader hiring landscape. You'll be focused on cultivating outstanding candidates for Google's long-term hiring needs, and you are the glue that ties together a cross-functional and international group of staffing teams.</p>
<p>The Talent Programs &amp; Events team, part of Global People Services, is focused on promoting YouTube and Google as an exceptional place to work for potential talent; building a robust and diverse pipeline of outstanding candidates and collaborating cross-functionally and globally to build and refine partnerships and outreach. Whether you are developing events that will engage a target engineering profile, building relationships with external organizations or developing strategy to attract talent to YouTube’s workforce, you will have an eye on Google’s short-term and long-term growth needs and a pulse of the broader brand landscape.</p><p>
Great just isn't good enough for our People Operations team (you probably know us better as ""Human Resources""). Made up of equal parts HR professionals, former consultants and analysts, we're the champions of Google's colorful culture. In People Ops, we ""find them, grow them, and keep them"" - we bring the world's most innovative people to Google and provide the programs that help them thrive. Whether recruiting the next great Googler, refining our core programs, developing talent or simply looking for ways to inject some more fun into the lives of our Googlers, we bring a data-driven approach that is reinventing the human resources field.</p></div><div><div><div>
Responsibilities
</div><div><ul><li>Plan and execute recruiting and employment branding events, ranging from small intimate programs to large scale productions.</li>
<li>Build solid relationships with vendors, internal team members, and a wide range of stakeholders across Google to manage expectations and ensure high-quality event management. Partner with internal entities to create comprehensive program and event strategies.</li>
<li>Contribute to our online presence and public messaging by creating interesting and informational web and collateral content. Manage post-event reporting, detailed tracking and analysis.</li>
<li>Manage relationships with key external organizations and groups to cultivate a strong partnership and enhance Google’s brand in the employment marketplace.</li>
<li>Develop and implement events including program mapping/planning, budgets, stakeholder engagement, logistics, messaging (internal and external), developing content with partners, and other core elements to successfully meet event objectives. Travel as required.</li>
</ul></div></div><div><div>Qualifications
</div><div>Minimum qualifications:<ul>
<li>Bachelor's degree or equivalent practical experience.</li>
<li>4 years of experience in program/event planning, marketing, HR, or a related area.</li>
<li>1-year of experience with diversity event planning and managing events targeted.</li>
<li>Ability to travel as required by role.</li>
</ul><br>
Preferred qualifications:<ul>
<li>Experience working with large amounts of data. Ability to handle, analyze, visualize and present data to influence decision-making.</li>
<li>Experience using G Suite (e.g. Email, Calendar, Docs, Spreadsheets and Sites.</li>
<li>Focused on providing client support for the coordination and seamless delivery of events. Able to grow positive working relationships with colleagues at all organizational levels.</li>
<li>Ability to prioritize and multitask, and follow through with team members to achieve individual and group goals.</li>
<li>Flexible, proactive, responsible, and detail-oriented.</li>
<li>Highly motivated and creative professional with demonstrated event, project/budget management, organizational and communication skills.</li>
</ul></div></div></div></div><br>
<div><div>At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.</div></div><div><div><b>
To all recruitment agencies:</b> Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes.</div></div></div></div></span>","2,474 reviews","Mountain View, CA"
Machine Learning Scientist,JD.com,"<span id=""job_summary"" class=""summary""><b>Responsibilities:</b><br>
-----------------
<br><br>
<ul>
<li>Work with business, engineering and product teams to form an understanding of the requirements and processes of existing systems. Create deep learning and machine learning algorithms that can be applied to address business needs and provide business insights.</li>
<li>Apply advanced machine learning / deep learning techniques to form a deep understandings of customer behavior and products. Create decision-support and decision-making systems based on such learning results to improve business efficiency.</li>
<li>Participate in cutting-edge research in artificial intelligence and machine learning algorithms and applications.</li>
<li>Define and drive a technical vision and strategies to integrate machine learning algorithms into the existing production system and business decision making processes.</li>
</ul>
<b>Qualifications:</b><br>
<ul>
<li>Masters or Ph.D. degree in Computer Science, Machine Learning, Operational Research, Statistics or related field.</li>
<li>Hands-on experience applying machine learning techniques to solve real-world problems.</li>
<li>Experience with a deep learning framework such as TensorFlow or Caffe.</li>
<li>Experience with a big data platform such as Hadoop and Spark.</li>
<li>Experience with scripting languages such as Python or R.</li>
<li>Excellent written and oral communication skills.</li>
</ul>
JD.com is an Equal Opportunity Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class.</span>",6 reviews,"Mountain View, CA"
