position,company,description,numreview,location
Front-end Software Engineer,Smarkets,"<span id=""job_summary"" class=""summary"">About Smarkets
<br>--------------
<br><br>
<b>Please note:</b> Smarkets is unable to offer work sponsorship for this role and all candidates must be authorized to work lawfully in the United States.
<br><br>
Smarkets is a Python and Erlang technology company based in central London, Malta and now Los Angeles. We've built one of the world's largest event exchange, also known as a prediction market, with significantly better prices than the competition. Our strength is technology and trading with a passion is to push the known boundaries of real-time financial technology.
<br><br>
We're a growing tech-led team of over 100, boasting more than 30 nationalities, and our platform has handled over £3 billion of bets since launching in 2010, allowing us to become one of the most profitable companies per employee in Europe.
<br><br>
Smarkets prides itself on collecting individuals seeking challenges, and our team members' experiences show this. Come join former financial and adtech engineers, researchers, scientists, and PhDs at one of the most dynamic workforces in Europe.
<br><br>
Frontend team
<br><br>
We're building a responsive front end to facilitate reliable and low-latency trading with thousands of executions per second and in-depth data feeds to help create informed decisions. We deploy multiple times a day to keep production and master in tight sync.
<br><br>
Responsibilities
<br>----------------
<br><br>
<ul>
<li>Write clean, modular and testable code with consistent code style.</li>
<li>Develop web and mobile product applications.</li>
<li>Define your own role within the context of self-management (we'll help you get settled)</li>
</ul>
Requirements
<br>------------
<br><br>
<ul>
<li>Strong command over HTML, CSS, JS and understanding of the best practices</li>
<li>Knowledge of latest Javascript technologies, how they interact with DOM</li>
<li>Familiarity with REST APIs, Websockets.</li>
<li>You have used the latest web stacks or libraries such as React, Angular, LESS, SASS</li>
<li>You like writing clean, componentized and well-tested code, heavily favouring reuse</li>
<li>Experience solving cross browser compatibility issues</li>
<li>You have a proven track record of writing performant code with user accessibility front of mind</li>
<li>You have written responsive and adaptive code to enable mobile web experiences</li>
</ul>
Bonus
<br>-----
<br><br>
<ul>
<li>Bachelor's degree in Computer Science or equivalent</li>
<li>Comfortable in a Linux environment</li>
<li>Experience of working with React Native / mobile apps.</li>
<li>UX Experience.</li>
</ul>
Perks
<br>-----
<br><br>
<ul>
<li>Self-management structure similar to Valve</li>
<li>Generous vacation policy</li>
<li>100% employer paid health insurance</li>
<li>Flexible work environment</li>
<li>Free lunch, social events and parties on a frequent basis</li>
<li>Downtown LA office very close to the metro</li>
</ul>
Compensation Guidance
<br>---------------------
<br><br>
Salary determined by peer review and dependent on experience. Stock options, and other benefits for qualified candidates.
<br><br>
This is a full-time job based in Downtown LA.
<br><br>
Notes
<br><br>
We transfer and store the information you submit to help us process your application and to make our hiring process better. We also make use of third-party hiring tools to help us process applications. As we are based in both Europe and the United States, your data may leave the US when we process it. Please only submit your application if you are happy for us to use your information in this way.</span>",,"Los Angeles, CA"
Senior Medical Writer/Scientist,Whiz Finder Corporation,"<span id=""job_summary"" class=""summary""><p><b>Job Summary</b></p><p>Title: ONSITE SENIOR CLINICAL WRITING SCIENTIST</p><p>Company: Small Pharma</p><p>Location: Carlsbad, CA</p><p>Type: Permanent Role</p><p>Notes: No Corp to Corp</p><p><b>RESPONSIBILITIES: </b></p><ul><li>Perform clinical data analytics to support production of clinical development presentations and publications</li><li>Draft, review, and edit slide presentations/publications reporting on the clinical results and development of antisense drugs</li><li>Track and communicate presentation/publication activities of antisense drugs in clinical development</li></ul><p><b>QUALIFICATIONS: </b></p><ul><li>Master’s degree, PharmD or PhD with minimum 3 years of experience in the pharmaceutical/biotech industry</li><li>Understanding of drug development, clinical research, biostatistics, and pharmaceutical science</li><li>Experience in quantitative data analysis and usage of data analytics software</li><li>Demonstrated proficiency in handling complex multi-dimensional datasets</li><li>Skilled in the usage of statistical analysis software</li><li>Experienced in the production and reviewing of datasets, analyses, tabulations, and graphics from clinical trial data</li><li>Strong verbal and written communication skills</li><li>Demonstrated success in drafting manuscripts for publication in peer-reviewed scientific and medical journals</li><li>Demonstrated success in oral and/or poster presentation at scientific meetings</li><li>High proficiency in Microsoft Office products, including Word, Excel, PowerPoint, SharePoint</li><li>Excellent organization skills</li><li>Prior experience in tracking, coordinating and supporting activities and actions associated with presentation/publication plans for investigational drugs in development</li><li>Ability to work in a cross-functional team environment and on multiple projects</li><li>Prior record of collegiate and productive teamwork with statisticians, programmers, clinical research scientists, physicians, corporate communications and key opinion leaders</li><li>Prior experience with communications to vendors, consultants and/or industry partners</li></ul><p><b>Contacts: </b>APPLY TODAY and one of our recruiters will reach out to you shortly.</p><p><b>Referral Bonus: </b>As always, we will give you a referral bonus if we place someone you refer over to us! Ask for details.</p><p>Job Type: Full-time</p></span>",,"Los Angeles, CA"
Study Director / Clinical Research Scientist,Gossamer Bio,"<span id=""job_summary"" class=""summary""><p><b>** Requires Company Sponsored Relocation to San Diego **</b></p><p>Based in San Diego, Gossamer Bio is a well funded, growing company focused in the discovery and development of novel and differentiated therapeutic products to address high unmet needs across various targeted patient populations.</p><p>Summary Description**</p><p>The Clinical Research Scientist, Clinical Development is responsible for contributing to the design and execution of ongoing clinical development programs. As a project team member, the clinical research scientist will interface with Clinical Operations, Data Management, Statistics, Drug Safety, Regulatory and Project Management, and in collaboration design, execute, analyze, and report the results of clinical studies.</p><p>Key Responsibilities **</p><ul><li>Support the Clinical Development team deliverables by assisting with or leading the design of scientifically sound clinical protocols</li></ul><p>Assure Quality Data collection and generation:</p><ul><li>In collaboration with the project physician, perform regular data review of individual and aggregate subject data and monitor compliance and data quality including assessment of inclusion and exclusion criteria, patient medical history, concomitant medications, study endpoints, protocol deviations and laboratory parameters</li><li>Partner with Data Management, Biostatistics, and the program medical lead for CRF design, CRF completion guidelines, data review plan, medical review plan and data listing design</li><li>Conduct regular review of listings</li><li>In conjunction with Biostatistics and the project physician create study level and program level analysis plans</li><li>Contribute to the review, analysis, and interpretation of study results, including exploratory endpoints and assuring appropriate data review and accurate data reportingAuthor or contribute to the scientific writing for documents in whole or in part including; protocols and amendments, clinical study reports, investigator’s brochure, regulatory documents including briefing books and DSUR, meeting abstracts and scientific publicationsConduct searches and review of the scientific literature, and stay current on therapeutic area practice standards and guidelines</li><li>Collaborate with the project physician to direct the planning and implementation of clinical programs to meet corporate and clinical research goals</li><li>Provide clinical research expertise to best collaborate with the clinical research physicians in managing ongoing projects</li><li>Collaborate and support operational objectives as needed. Assist in establishing project budgets and Standard Operating Procedures, and reviewing ongoing study data including: safety, primary efficacy variables, and laboratory data</li><li>Plan, participate and present at investigator meetings and ad-hoc meetings.</li><li>Prepare DMC and/or adjudication charters. Prepare deliverables for periodic review meetings and participate, e.g. Study Management Team</li><li>Participate in and assist with advisory/scientific boards. Prepare and present clinical data at external scientific/board meetings as needed</li></ul><p>Experience &amp; Education**</p><ul><li>An advanced degree in life sciences such as a Masters, PharmD, PhD or MD</li><li>Extensive knowledge of the drug development process including early and late phase development</li><li>At least 5 years of clinical research experience within biotech/pharma/CRO. Experience in the therapeutic areas of autoimmunity or immune/allergic related disorders is preferred</li><li>Experience in writing and editing scientific and regulatory documents including clinical protocols and regulatory documents</li><li>Advanced analytical and influencing skills and proficient at data interpretation</li><li>Experience in conducting literature searches and synthesizing the information</li><li>Expert understanding of global clinical study design and drug development processes</li><li>Knowledge of GCP and ICH Guidelines</li><li>Excellent interpersonal skills; able to work independently and collaboratively; exercise sound judgment, and escalate issues when necessary</li><li>Experience in presenting at both internal and external meetings</li><li>Limited travel required as needed to support clinical programs</li></ul><p><b>** Requires Company Sponsored Relocation to San Diego **</b></p><p>Job Type: Full-time</p></span>",,"Los Angeles, CA"
"Director, Media Business Development & Sales","Operam, Inc","<span id=""job_summary"" class=""summary"">Role summary
<br>Operam is currently seeking an experienced and extremely driven sales person who is excited about how technology is changing the way marketers should be thinking about their advertising and media budgets. They appreciate quality creative, the analysis of data, and can confidently bring in new prospective business into a whole new world of marketing.
<br><br>
Responsibilities
<br><ul>
<li>Develops a deep understanding of Operam’s capabilities and how that translates clearly, honestly, and effectively to new business prospects</li>
<li>Strategic prospecting of the right type of client by recognizing the gaps in the marketplace that Operam’s capabilities could fill</li>
<li>Bring in and manage a consistent stream of relevant leads by targeting, tracking, and reporting progress</li>
<li>Qualifying and coordinating the RFI and RFP process, from soliciting, receiving, and answering strategically</li>
<li>Organizing pitches and coordinate a successful pitch with the Media leadership team</li>
<li>Setting targets for sales and client/agency support</li>
<li>Maximizing revenue</li>
<li>Managing and leading creation of all sales documents including communications, pitch templates, proposals, etc., while keeping the Head of Marketing and Director of Accounts involved</li>
<li>Identifying industry opportunities that would be good connection points for key people within Operam</li>
<li>Anticipate and communicate needs of clients (and when they change) to the right people</li>
</ul>
Qualifications
<br><ul>
<li>7+ years’ experience working in an advertising agency environment, with a minimum of 3 of those being in an outside sales capacity supporting a media department</li>
<li>Exceptional communication and presentation skills</li>
<li>Possesses a strong knowledge of the LA (primary) and NYC (secondary) markets with respect to digital and social media advertising</li>
<li>Robust knowledge and understanding of media campaign sales</li>
<li>Experience in presenting and selling the opportunities with a new client</li>
<li>Possesses a strong ""Rolodex"" of prospective clients and network to immediately leverage</li>
<li>Comfortable in proactively identifying potential new clients and targeting them with concise and effective sales techniques.</li>
<li>Proven experience in motivating a team around a big idea</li>
<li>Naturally ambitious and driven to close a deal</li>
<li>Strong digital media and social media marketing experience</li>
<li>Has interest in new technologies and opportunities outside of traditional media and advertising</li>
</ul>
About Operam
<br>Operam combines the best and brightest engineers, media professionals, creatives, and data scientists into one full-service agency, offering the first, truly holistic approach to advertising. Operam provides a seamless process from creative production to analytics, by leveraging a continuous feedback loop of actionable insights to maximize investments.
<br><br>
Equal opportunity
<br>Operam is an equal opportunity employer. All aspects of employment including the decision to hire, promote, discipline, or discharge, will be based on merit, competence, performance, and business needs. We do not discriminate on the basis of race, color, religion, marital status, age, national origin, ancestry, physical or mental disability, medical condition, pregnancy, genetic information, gender, sexual orientation, gender identity or expression, veteran status, or any other status protected under federal, state, or local law.</span>",,"Los Angeles, CA"
Environmental Site Assessment and Remediation Staff Professional,"Kleinfelder, Inc.","<span id=""job_summary"" class=""summary"">Kleinfelder has been connecting great people to the best work since 1961. We are engineers, scientists, and construction professionals providing solutions that improve our clients’ transportation, water, energy, and other private infrastructure. As a responsive, cross-disciplinary team of bright, curious, and innovative problem-solvers, we are dedicated to doing the right thing, every day, on every project from over 60 offices in the US, Canada and Australia.
<br><br>
Built on a foundation of excellence, Kleinfelder is committed to client-focused solutions. Through our depth of experience and thorough understanding of environmental, regulatory, economic, and civic conditions, we identify and address challenges with innovation and common-sense. Kleinfelder’s integrated, award-winning experts collaborate with clients to meet their objectives - from project inception through design and execution. Connecting great people to the best work is our purpose - together, we deliver.
<br><br>
Kleinfelder is looking for the right person to join our Environmental Site Assessment and Remediation practice in southern California.
<br><br>
This position will sit in our vibrant Los Angeles office and will help support our site assessment and remediation practice efforts locally, across the state, and abroad. In Los Angeles, Kleinfelder has a large backlog of environmental remediation projects.
<br><br>
This professional will learn to work independently and as an integral team member, using knowledge of industry and/or professional guidelines and protocols to accomplish goals and objectives and solve problems of diverse scope. This is an exciting and challenging position that requires exceptional verbal and written communication skills and a highly organized and responsive candidate, capable of working in a diverse team environment and handling multiple tasks with competing priorities.
<br><br>
RESPONSIBILITIES
<br>Under direct supervision, this person will be responsible for completing well-defined, assigned field and office tasks including, but not limited to:
<br><br>
<ul>
<li>Phase I ESA reporting,</li>
<li>Phase II ESA field efforts and reporting, including:</li>
<li>groundwater sampling,</li>
<li>soil vapor sampling,</li>
<li>collection and logging of soil samples,</li>
<li>Remediation support, including:</li>
<li>remediation system design (mechanical aptitude highly desired),</li>
<li>O&amp;M of remediation systems,</li>
<li>installation of monitoring wells,</li>
<li>performing calculations,</li>
<li>Analyzing and interpreting analytical data, and</li>
<li>Authoring technical reports.</li>
</ul>
EXPERIENCE &amp; ACADEMIC REQUIREMENTS
<br><br>
<b>Education:</b> Bachelor’s degree in Civil Engineering, Mechanical Engineering, Chemical Engineering, Geology, Environmental Science, or other related field.
<br><br>
<b>Experience:</b> 0-3 years of related experience, demonstrating successful technical execution on environmental projects.
<br><br>
<b>Certification/Registration:</b> Related professional certifications preferred. OSHA 40HR HAZWOPER training is preferred. E.I.T. or P.E. is preferred.
<br><br>
<b>Other Knowledge and Skills:</b> Must have strong oral and written communication skills, and be client focused to understand and appropriately respond to clients’ project needs.
<br><br>
Focus will be on results-oriented delivery and staying current with relevant technology and innovation. Must have proficient knowledge of federal, state and local agency laws, regulations, and permitting requirements.
<br><br>
Kleinfelder offers an excellent compensation and benefits package, including: medical, dental, vision, life insurance, 401(k) plan, and paid holidays.
<br><br>
Kleinfelder is an Equal Opportunity Employer - Minorities/Women/Disabled/Veterans (Compliant with the new VEVRAA and Section 503 rules)
<br><br>
NOTICE TO THIRD PARTY AGENCIES
<br>Please note that Kleinfelder does not accept unsolicited resumes from recruiters or employment agencies. In the absence of a signed Recruitment Fee Agreement, Kleinfelder will not consider or agree to payment for any referral compensation or recruiter fee. In the event a recruiter or agency submits a resume or candidate without a previously signed agreement, Kleinfelder explicitly reserves the right to pursue and hire those candidate(s) without any financial obligation to the recruiter or agency. Any unsolicited resume, including those submitted to hiring managers, are deemed to be the property of Kleinfelder.</span>",92 reviews,"Los Angeles, CA"
"Machine Learning Engineer – Build large, Cloud based ML systems",Camden Kelly Corporation,"<span id=""job_summary"" class=""summary""><p>Expertise is like a fine wine, it gets better and better as it ages! If you’ve got Machine Learning expertise, join this truly collaborative startup that needs a <b>Machine Learning Engineer </b>like you for their upcoming, ambitious projects.</p><p>As long as you have a Masters or PhD from a Machine Learning program and experience with Machine Learning, Bayesian Optimization, and cloud based ML systems you’re on the path to success in this exciting company. This startup is building technical marvels and they’ve created a work environment where open, clear communication is the standard. They encourage individual ideas and like to work together as a team when it comes to group problem solving. If you’re honest, humble, and motivated you’ll fit in perfectly as you build large-scale, Cloud based Machine Learning systems. Lead the development of a new platform focused on using large sets of consumer data to inform customer decisions and work on a wide range of Machine Learning problems like Bayesian Optimization.</p><p><b>The easiest part of this job: </b>Work for a fun startup that truly values your expertise and surrounds you with other bright, knowledgeable techies you’ll love communicating with every day!</p><p><b>The hardest part of this job: </b> If you’re not honest, humble, and motivated you won’t fit in well here.</p><p>Put your expertise to good use and let it age like a fine wine surrounded by communicative, intelligent technologists in this <b>Machine Learning Engineer </b>role!</p><p><b>What’s in it for you?</b></p><p>- Competitive Salary ($70,000-$120,000)</p><p>- Health</p><p>- 401k</p><p>- PTO</p><p><b>What you’ll be doing: </b></p><p>- Build large-scale, Cloud based ML systems in a collaborative eenvironment</p><p>- Lead development of a new platform offering focused on using large sets of consumer data to inform customer decisions</p><p>- Work on a wide range of Machine Learning problems like Bayesian Optimization</p><p><b>What you need: </b></p><p>- Masters or PhD from Machine Learning program</p><p>- Machine Learning</p><p>- Bayesian Optimization</p><p>- Cloud based ML systems</p><p>- - - - -- - - - - - - - - -</p><p><b>About Camden Kelly</b></p><p>Camden Kelly specializes in connecting qualified IT professionals with awesome opportunities at great companies in the Southern California area. Whether you’re a jobseeker looking for new opportunities or an employer looking to hire the best IT talent in the area, Camden Kelly is your go-to IT recruiting firm. Why work with us? It’s simple; our staff is full of career oriented people just like you, and they will treat you how they expect to be treated.</p><p>At Camden Kelly, our values make us different than the competition. We are the proud recipients of the Best and Brightest award for 2016 and 2017. We believe in being honest, accountable, ethical, and reliable. We strive everyday to be better than we were yesterday, and to be better tomorrow than today. We’re not competing against other firms; we’re competing against ourselves.</p><p>Visit http://camdenkelly.com/jobs to explore opportunities in your area, and while you’re at it follow us on Twitter (https://twitter.com/camdenkellycorp) and Linkedin (http://www.linkedin.com/company/3279780), like us on Facebook (https://www.facebook.com/camdenkellycorp) and join our circle on Google+ (https://plus.google.com/u/0/106722962279155885960) to stay up-to-date with current jobs, industry news and job hunting resources. Also feel free to contact us directly at irvine@ camdenkelly.com or 949-333-0057.</p><p>Job Type: Full-time</p><p>Salary: $80,000.00 to $120,000.00 /year</p></span>",,"Los Angeles, CA"
Laboratory Assistant (Per Diem),Olympia Medical Center,"<span id=""job_summary"" class=""summary""><div><div><div><p>1. Completes laboratory requests with satisfactory turn around time as established in policy and procedure. 2. Completes all work within established time frames and schedules with 3. Assist the CLS in the required quality controls as needed documenting in computer any corrective action promptly. 4. Keeps complete, up-to-date, accurate and legible documentation of out unscheduled overtime.all procedures and results. 5. Notifying the CLS that result needs to be reviewed and released. No serious errors are permitted. 6. Critical values are called to the nursing unit or physician and accurately documents read-back for results called. 7. Recognizes inconsistent results prior to reporting. Does not report results when specimen integrity in question. Notifies supervisor and has specimen recollected for all tests. 8. Reviews outstanding log frequently during shift documenting and communicating status of each outstanding order for the next shift. Follows up on specimens not collected/missing notifying appropriate personnel. 9. Verifies correct labeling of all specimens and notifies laboratory supervisor of all labeling errors. Completes hospital variance report. 10. Completes daily tasks such as stocking supplies, rotating specimens, cleaning counters, and instruments. Dispose of waste in appropriate containers. 11. Regularly performs routine and periodic maintenance as recommended by manufacturer or policy under direct supervision of the CLS. 12. Accurately enters specimen information into computer. Medical record number, name, date and time must be verified with requisition. Less than 2 date errors per year. No medical record number or name errors are permitted. 13. Actively participates in the orientation of new employees and other employees learning new duties making them feel welcome and comfortable in the facility under direct supervision of the CLS. 14. Pending list must be reviewed periodically throughout the shift, and at the end of the shift endorsed to the next shift. 15. Performs venipuncture and skin puncture on patients of all ages from newborn to geriatrics, collects and processes biological specimens for laboratory analysis using acceptable procedures and observing proper precautions with potentially hazardous substances. Patient name and medical records number or date of birth is used to identify. No wrong patient identifications are permitted. 16. Specimens are prioritized according to STAT, Timed, and Routine and processed and placed in the instrument for analysis. 17. Assist the Clinical Laboratory Scientist in the pre-analytic and post-analytic phase of testing, following the rules set by CLIA and CA Bus. &amp; Prof Code. 18. Performs other duties as assigned or required. 19. Assist in data collection in Point of Care Program.
</p><p><b>Company Policy:</b> We are an Equal Opportunity/ Affirmative Action Employer and do not discriminate against applicants due to veteran status, disability, race, gender,gender identity, sexual orientation or other protected characteristics. If you need special accommodation for the application process, please contact Human Resources.<br>
EEO is the Law: http://www1.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf</p>
<p><b>Required Qualification:</b> 1. Certificate of CPT 1 in the State of California 2. Minimum 2 year clinical laboratory experience preferred 3. Fire and safety card must be presented upon hire or obtained at our facility within first 30 days
</p><p><b>Experience:</b> Minimum 1 Year</p>
<p><b>Job Family:</b> Healthcare Practitioners and Technical Occupations</p>
<p><b>Occupations:</b> Medical and Clinical Laboratory Technicians</p>
<p><b>Degree Required:</b> None</p></div></div></div></span>",57 reviews,"Los Angeles, CA 90036"
Sr. Systems Analyst - Bioinformatics,Children's Hospital Los Angeles,"<span id=""job_summary"" class=""summary""><div><b>Give your career the best treatment.</b><br>
Ready to be part of the first and largest pediatric hospital in Southern California? This is Children's Hospital Los Angeles. A place where you can make a real difference in the lives of our patients and their families. A big responsibility? Absolutely. But if you’re up for the challenge, we’re on the lookout for amazing professionals to join our elite teams – talented individuals who can continue our high level of care.<br>
<br>
In collaboration with other scientists, clinicians and bioinformatics staff within the Center for Personalized Medicine, the Sr. Systems Analyst - Bioinformatics will lead development of new clinical pipelines, algorithms and visualization tools for clinical test application. Responsible for managing and working with large-scale next generation sequencing (NGS) data such as Whole Genome, Whole Exome, RNA-seq and ChIP-Seq within a Linux/Unix environment on a high-performance computing cluster (SGE/PBS/Torque). Use existing bioinformatics tools for performing sequence alignment, variant calling, copy number detection, variant annotation, etc. Integrating various private and publicly available genomic annotations from databases such as ExAC, ClinVar, TCGA, OMIM, NCBI, UCSC, Ensembl, HGMD, etc. Work on integrating a Laboratory Information Management System (LIMS) with the existing workflows and also assist with the development of new workflows. Use scripting languages such as R or Python and carry out database development using MySQL/MongoDB. Use software version tracking systems such as Git for code development. Provide direction, planning and application development to staff and leadership in support of the center's clinical requirements, computational and analytical needs, and related websites in concordance with best practices. Leads and mentors junior staff. Works directly with Scientists and laboratory staff to design, plan and execute validation plans for implementation of laboratory developed tests (LDTs). Suggests and implements solutions that comply with hospital guidelines and meets the requirements for security, supportability and portability while maintaining compliance with regulatory bodies. Implement state-of-the art computational methods, and develop innovative methods toward the development of rigorous diagnostic tests. Functions both independently and in a team. Write SOPs and train users. Interact with clients, vendors, scientists, and hospital IT Support group.<br>
<br>
Minimum Education: Master’s degree in Bioinformatics<br>
<br>
Minimum Experience: 1 year experience or 1 year related experience</div></span>",217 reviews,"Los Angeles, CA"
Principal Engineer,ZestFinance,"<span id=""job_summary"" class=""summary""><div><p>At ZestFinance, we’re changing the way finance works, from how people borrow money to the way that credit decisions are made. Our ZAML platform is used by some of the world's largest companies to transform their credit businesses, and more companies are signing up every week.</p><p>
We’re looking for an experienced Principal Software Engineer who is passionate about building amazing enterprise services with cutting edge technologies in a lean and fast environment. You want to join an organization focused on delivering cutting edge machine learning technologies to large enterprises, where the systems you build allow our customers to capture huge (100m+) economic benefits.</p><p>
You will be joining a team of 30+ highly-skilled full stack engineers and world class data scientists, where you will be contributing your software design and systems development skills. You will have the opportunity and broad purview to improve team efficiency and productivity by setting high quality engineering standards. This is a hands-on position, and you will have many opportunities to pair with junior and senior developers and data scientists, delivering features while reinforcing engineering best practices.</p><p>
We practice pairing and TDD in a Ruby on Rails (RoR) environment with an AngularJS + Rails + MySQL stack. We use Docker for containerization and deployments. Our data warehouse / reporting stack is S3 / RedShift / Looker based. Our enterprise deployments are installed in the customer's data centers and integrate with a myriad of legacy technologies. We deliver data science tools and models in R.</p><p>
It’s not required that you have experience with these technologies; rather, Zest is looking for someone who can learn quickly so we can take advantage of new technologies and adapt to customer requirements.</p><p><b>
In this role you will:</b></p><ul><li>
Mentoring and pairing effectively with other developers and data scientists to deliver high-quality code, code reviews.</li><li>
Innovating technical design and systems architecture across services and applications.</li><li>
Establishing and reinforcing engineering best practices and company culture.</li><li>
Participating in the hiring process to grow our engineering team with an ever-rising quality bar.</li><li>
Partnering with product management and the business to define and deliver the ZestFinance product roadmap.</li><li>
Delivering highly available business critical systems.</li><li>
Increasing team skill level in areas of software design and systems architecture.</li><li>
Improving team efficiency and productivity with process improvement ideas.</li><li>
Partnering with product management to lead technical requirements gathering discussions with customers.</li></ul><b>
We are looking for:</b><br>
<ul><li>B.S. in Computer Science or equivalent experience followed by 8+ years experience in a senior developer or architect role; Ideally, you have delivered business critical software to large enterprises.</li><li>
Hands-on coding experience in Ruby, Python, or similar.</li><li>
Experience designing APIs adhering to the REST architecture style.</li><li>
Ability to analyze and troubleshoot large-scale distributed systems (network analysis, performance and application issues).</li><li>
Experience with Continuous integration tools (e.g. Github, Travis CI, Jenkins), Amazon Web Services (e.g. EC2, RDS, S3, and Route53), Monitoring/alerting tools (e.g. New Relic, Airbrake, PagerDuty).</li><li>
Experience with Docker for provisioning servers and deploying applications/services.</li><li>
Excellent verbal and written communication skills including the ability to explain technical issues to a non-technical audience, along with a strong work ethic and a can-do attitude.</li></ul><p><b>
Perks and benefits:
</b></p><ul><li>People – the best part of Zest
</li><li>Robust healthcare plans, matching 401K and unlimited vacation time</li><li>
Dog friendly office with lounge areas, video games and gigantic jigsaw puzzles</li><li>
On-site gym with yoga, salsa, and other employee run fitness classes</li><li>
Generous family leave policy (6 month maternity leave/3 month paternity leave)
</li><li>Tuition reimbursement, conference allowance and Zest talks</li><li>
Complimentary massages, manicures, pedicures and more</li><li>
Daily catered lunches from LA’s best restaurants and fully stocked kitchen</li></ul><p><b>
About ZestFinance:</b></p><p>
ZestFinance, Inc. applies its unique credit-decisioning technology platform — based on data science and machine learning — to help lenders effectively predict credit risk so they can increase revenues, reduce risk and ensure compliance. ZestFinance was founded in 2009 by Douglas Merrill and a team of former Google employees with the mission of making fair and transparent credit available to everyone.</p><p>
We are committed to diversity in hiring, professional development, and everyday discussion. Zest is determined to hire crazy smart people who are different from each other to create broad thinking, lots of different ideas, and by extension, the best team possible.</p></div></span>",3 reviews,"Los Angeles, CA"
Epic Research Orders Analyst,Engage Partners,"<span id=""job_summary"" class=""summary""><div><p>Are you Epic certified and looking for a new position? If so, we are hiring in Los Angeles County. Relocation available.</p><div><b>
Now Hiring: Epic Certified Analyst</b></div><ul>
<li><div>Location: CA</div>
</li><li><div>Perm, FTE only. This is not a contract. You must be local or willing to relocate.</div>
</li><li><div>Salary + Benefits + Relo</div>
</li><li><div>Min 2-3 years of relevant work experience.
</div></li><li><div><b>Epic application resources needed:</b><b> Research Orders</b><b>, Radiant, Inpatient Orders, Cupid, and ClinDoc</b></div>
</li><li><div>Must hold Epic Certification (Cert must be up to date NVT 2018)
</div></li><li><div>Bachelors degree preferred
</div></li><li><div>Seeking application build analyst with consistent work history (No Trainers, No consultants please)</div></li></ul>
<div>Please email your updated word version resume (No PDFs please) to Nicole@engagestaff.com and reference Job# 8067 in the subject line.</div>
<br>
<div>#CB</div></div></span>",16 reviews,"Los Angeles, CA"
