position,company,description,numreview,location
Data Analyst,Applied Systems Inc.,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>Job Description
</b></h2><div><div><div><p><b>Make a Difference Every Day with Team Applied</b><br>
The people of Applied are making a difference every day through innovation and a commitment to help safeguard and protect what matters most. With first-to-market software, mobile and data analytics solutions, Applied is revolutionizing companies to strengthen their position as trusted advisors to clients across the world. Our core values challenge employees to make a difference every day with excellence for customers and support for the communities around us. We believe that success comes from a dynamic working environment that offers professionals an opportunity to grow and succeed alongside extraordinary people.</p><p>
Learn how you can make a difference on Team Applied.<br>
</p><div><b>Job Summary</b><br>
Applied Systems, Inc., a worldwide leader in insurance technology, is currently searching for a <b>Data Analyst </b>to join our IVANS Insurance Solutions Division. In this role, you will be part of a small, fast-paced team comprised of individuals from world class technology and insurance industry firms tasked with the creation of highly innovative products to lead the industry in the digital world. Working closely with our Data Architect and Data Scientist, you will be responsible for utilizing Power BI to curate and analyze data. You will review data sets for trends, with the goal of finding creative ways to solve our clients’ problems.</div><br>
<div>
Additional responsibilities include:</div><ul><li>
Manipulating data and creating reports</li><li>
Use analytical expertise to spot key business insights, trends, and opportunities in our vast database</li><li>
Help interpret and communicate your findings in a way that is easily understood by those less familiar with data</li><li>
Establish and maintain relationships with distributed cross-functional teams to leverage domain and industry expertise</li></ul><br>
<div><b>
Requirements:</b></div><ul><li>
Bachelor’s degree in a quantitative field such as Statistics, Computer Science, Economics, or Mathematics; or equivalent work experience</li><li>
5+ years of relevant, successful data analysis experience</li><li>
Experience in Power BI, Tableau, or similar BI reporting tools</li><li>
SQL experience required, with SQL Server exposure preferred; experience with R a plus</li><li>
Self-driven passion for finding and collaboratively solving problems</li></ul><br>
<div><b>
Corporate Profile</b><br>
Applied Systems is a leading provider of software that powers the business of insurance. Recognized as a pioneer in agency management systems, insurance organizations rely on the company’s software to manage their clients and policies in a consistent manner to minimize risk, reduce operating expenses, and drive sustainable growth and profitability. Leading the industry in technology innovation, Applied Systems has been at the forefront of data exchange between agencies, brokers, carriers and their clients. Today, the company has more than 1,500 employees with customers throughout the United States, Canada, the United Kingdom, and Ireland. By automating the insurance lifecycle, Applied Systems remains committed to help safeguard what matters most to millions of people around the world. To learn more, please visit www.AppliedSystems.com.</div><br>
<div>
Employees feel appreciated at Applied Systems. In addition to a competitive benefits package that starts on the first day of employment, we offer paid time off, a flexible ”Dress for your Day” casual dress code, and an open communication policy. The resulting atmosphere is professional and conducive to productivity, yet comfortable and fun.</div><br>
<div><i>
Applied Systems welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process.</i></div></div></div></div></div></span>",74 reviews,"Austin, TX"
Clinical Data (Data Entry) Operator I,Natera,"<span id=""job_summary"" class=""summary""><div><div><b>POSITION SUMMARY</b><br>
</div><div>Natera is currently seeking a Clinical Data Operator to join the operations team. This position accessions patient samples according to standard operating procedures (SOP) with high efficiency and accuracy.</div>
<br>
<div><b>PRIMARY RESPONSIBILITIES</b></div>
<ul><li>Create new orders on Laboratory Inventory Management System (LIMS) and perform necessary checks to ensure proper accessioning.</li>
<li>Accession samples with high accuracy and efficiency.</li>
<li>Accurately enter patient data into the Laboratory Inventory Management System (LIMS).</li>
<li>Ensure that the information in LIMS is up-to-date.</li>
<li>Scan test requisition forms and attached paperwork. Ensure that all paperwork belong to patient and upload to case.</li>
<li>Protect patient health information (PHI) at all times to ensure compliance with HIPAA and privacy policies.</li>
<li>Perform safe and proper handling of samples (blood, buccal, and tissue).</li>
<li>Maintain tidiness of workstations and lab.</li>
<li>Maintain familiarity with standard operating procedures (SOP) and quality standards determined by the clinical laboratory.</li>
<li>Perform safe and proper handling of tools provided to open packages and kit boxes.</li>
<li>Sort packages at the dock upon arrival of packages and bring packages up to the lab.</li>
<li>This role works with PHI on a regular basis both in paper and electronic form and have an access to various technologies to access PHI (paper and electronic) in order to perform the job.</li>
<li>Employee must complete training relating to HIPAA/PHI privacy, General Policies and Procedure Compliance training and security training as soon as possible but not later than the first 30 days of hire.</li>
<li>Must maintain a current status on Natera training requirements.</li>
<li>Employee must pass post offer criminal background check.</li>
<li>Performs other duties as assigned.</li>
</ul><div><b>QUALIFICATIONS</b></div>
<ul><li>High School Diploma (or equivalent) required.</li>
<li>0 - 1 year of industry related experience.</li>
<li>Previous computer experience is required.</li>
<li>Previous data entry experience is preferred</li>
</ul><div><b>KNOWLEDGE, SKILLS, AND ABILITIES</b></div>
<ul><li>Trained on all product types and able to accession with accuracy and efficiency.</li>
<li>Typing speed of at least 45wpm with high accuracy.</li>
<li>Good oral and written communication skills.</li>
<li>Effective critical thinking skills and the ability to use good judgment.</li>
<li>Ability to perform required duties with a high degree of accuracy and attention to detail.</li>
<li>Positive attitude and ability to work well with others.</li>
</ul><div><div><b>PHYSICAL DEMANDS AND WORK ENVIRONMENT</b></div>
<div><ul><li>Duties performed in a BSL-2 lab.</li>
<li>Standing or sitting for long periods of time may be necessary.</li>
<li>Flexibility to work overtime.</li>
<li>Schedule working Saturdays.</li>
<li>Ability to lift up to 25 lbs.</li>
</ul>
</div><br>
<div><b>OUR OPPORTUNITY</b><br>
<br>
Driven by the passion for elevating the science and utility of genetic testing, Natera is committed to helping families identify and manage genetic diseases. Natera is a rapidly-growing diagnostics company with proprietary bioinformatics and molecular technology for analyzing DNA. Our complex technology has been proven clinically and commercially in the prenatal testing space and we are actively researching its applications in the liquid biopsy space for developing products with oncology applications.</div>
<div><br>
The Natera team consists of highly dedicated statisticians, geneticists, doctors, laboratory scientists, business professionals, software engineers and many other professionals from world-class institutions, who care deeply for our work and each other. When you join Natera, you’ll work hard and grow quickly. Working alongside the elite of the industry, you’ll be stretched and challenged, and take pride in being part of a company that is changing the landscape of genetic disease management.</div>
<div><br>
<b>WHAT WE OFFER</b></div>
<div><br>
Competitive Benefits. Healthy catered lunches, Premium snacks and beverages, Onsite gym with cardio and weight-training equipment, Game room with satellite TV, Onsite dry cleaning and alteration service with pick-up and delivery, Employee-organized sport leagues, Happy hours and BBQs, Generous Employee Referral program.<br>
<br>
For more information, visit www.natera.com.<br>
<br>
<b>Natera is proud to be an Equal Opportunity Employer.</b></div></div></div></span>",34 reviews,"Austin, TX"
Research Scientist (Neuroscience),Senseye,"<span id=""job_summary"" class=""summary""><div><h3 class=""jobSectionHeader""><b>Come help us craft the future</b></h3><p>
Senseye aims to revolutionize the way humans communicate with technology. We are developing a unique, sensory interface technology to create a direct link from a computer to a human’s mind via the complex dynamic properties of the human eye.</p><p>
Senseye is looking to hire a Doctoral level Senior Neuroscientist with a strong research background. Experience in Neurobiology and the neural mechanisms underlying the visual system is preferred. In this position you must be curious and self-driven, leveraging your technical expertise, project management and analytical skillsets to advance strategic research initiatives. You will collaborate with a top class, energized team at our new office in downtown Austin.
</p><p><b>What You’ll Do</b><br>
</p><ul>
<li>Use exploratory and experimental methods to research the relationship between specific brain activity and cognitive tasks, and associated ocular responses</li>
<li>Manipulate and analyze large data sets, using a variety of predictive and machine learning statistical techniques, and report results</li>
<li>Collaborate with members of the R&amp;D engineering team as needed to meet research objectives</li>
<li>Communicate the practical feasibility and scientific significance of applied research to external collaborators, clients and investors</li>
<li>Follow IRB Protocol and Standard Operating Procedures in Human Subjects Research</li>
<li>Utilize statistical programs (e.g. R, Stata) and/or a programming language (e.g. Python) for analysis</li>
<li>Operate and maintain laboratory equipment</li>
<li>Contribute to the preparation of technical reports for internal use</li>
<li>Assist in filing invention disclosures and writing manuscripts for publication</li>
<li>Utilize psychophysiological measurement tools (esp. EEG, VEP, electrodermal activity) when needed</li>
<li>Mentor and manage a team of research assistants</li>
</ul><p><b>Requirements</b></p><ul>
<li>Ph.D. in Neuroscience/Neurobiology</li>
<li>Ability to apply research knowledge and laboratory skills to execute successful experiments at the intersection of vision science, neuroscience, and cognitive science</li>
<li>Experience conducting lab studies and coordinating test participants</li>
</ul><p><b>Additional Requirements</b><br>
</p><ul>
<li>Must be able to pass a FBI background check</li>
<li>Position requires access to Covered Defense Information for which the US Government requires US Citizenship</li>
<li>Senseye maintains a drug free workplace and conducts preemployment substance abuse testing. Senseye may also conduct substance abuse testing during employment, in accordance with its policies and customer requirements. Employment is subject to successfully completing and passing such tests</li>
</ul><p><b>Benefits</b></p><ul>
<li>The opportunity to design and build some really cool, ground-breaking stuff and truly make an impact on the world!</li>
<li>Competitive Salary and Stock Option Plan</li>
<li>Company-subsidized health care plan (medical, dental and vision)</li>
<li>401k</li>
<li>Paid time off (vacation, sick leave and public holidays)</li>
<li>Wellness resources</li>
<li>Training and development</li></ul></div></span>",,"Austin, TX"
Sr Data Scientist - Autonomy,SparkCognition,"<span id=""job_summary"" class=""summary""><div><p>SparkCognition is looking for innovative Data Scientists to join our team to help create the next generation of analytics and artificial intelligence solutions. At SparkCognition, you will immerse yourself in cutting-edge research and work with the latest reinforcement learning technologies to deliver value for defense, security, and maintenance applications</p>
<p>Responsibilities</p>
<p>Building models to solve specific problems. This includes, but is not limited to:</p>
<p>Processing, cleansing, and verifying the integrity of data used for analysis
<br>
Feature engineering using various techniques for the enhancement of data
<br>
Performing feature selection on original and generated data
<br>
Using machine learning tools to develop and train models
<br>
Performing efficacy testing of the models</p>
<p>Building automated tools that enable data scientists to more effectively perform tasks such as data cleaning, feature generation, feature selection, or model building
<br>
Performing ad-hoc analysis and presenting results in a clear manner
<br>
Working with a team to help solve new, never-before-solved challenges in autonomous operation and coordination.</p>
<p>Skills and qualifications</p>
<div>Understanding and experience using machine learning techniques and algorithms, including but not limited to: Linear Models, Neural Networks, Decision Trees, Bayesian Techniques, Clustering, Anomaly Detection, and more
<br>
Experience with data science languages, such as Python, R, MatLab, etc…
<br>
Experience with machine learning frameworks, such as TensorFlow, PyTorch, Theano, Keras, etc…
<br>
Experience with deep reinforcement learning techniques such a policy gradient and actor/critic (e.g. DDPG and PPO) and toolkits like OpenAI gym.
<br>
Experience managing large volumes of data (terabytes or more)
<br>
Great communication skills
<br>
Good scripting and programming skills, especially Python
<br>
Graduate degree (or equivalent industry experience), Ph.D. preferred, in Computer Science, Statistics, Physics, Mathematics, or a related scientific discipline
<br>
<ul><li><b>US citizenship required</b></li></ul></div>
<p>Desirable skills and qualifications</p>
<p>Active US security clearance
<br>
Experience with simulators like Gazebo, AirSim, Unity ML, etc…
<br>
Experience with developing application on full stack of HTTP, JSON, REST, React, Java/C#, SQL and no-SQL databases.</p>
<p><i>SparkCognition is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity and/or expression, national origin, protected veteran status, disability, genetics, or citizenship status (when otherwise legally authorized to work) and will not be discriminated against on the basis of such characteristics or any other status protected by the laws or regulations in the locations where we operate. If you need assistance or an accommodation due to a disability, you may contact us at accommodations@sparkcognition.com</i></p></div></span>",5 reviews,"Austin, TX 78759"
,,,,
Jr. Accountant/Bookkeeper,Wunderman,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>OVERVIEW
</b></h2><div><div><div><div>The MDF Claiming Associate is responsible for filing complete, accurate and timely MDF claims with our client’s co-marketing partner to secure reimbursement for our client. The position is also responsible for preparing accounts receivable aging schedules for our client.</div>
</div></div></div><h2 class=""jobSectionHeader""><b>RESPONSIBILITIES
</b></h2><div><div><div><ul><li>Obtain and review vendor invoices
</li><li>Obtain proof of performance for the advertising activities and ensure they contain all required information</li><li>
Check all documentation against other source files and financial trackers</li><li>
Reconcile and resolve any discrepancies found in the documentation or financial data</li><li>
Upload MDF claims into the partner’s website</li><li>
Provide supporting documentation to the client’s co-marketing partner for any audited claim</li><li>
Maintain organized files for all supporting documentation
</li><li>Prepare Excel based schedules to track claims and show aging of receivables</li></ul>
</div></div></div><h2 class=""jobSectionHeader""><b>QUALIFICATIONS
</b></h2><div><div><div><ul><li>Detail oriented
</li><li>Solid PC skills</li><li>
Experience using Microsoft Office software, with special emphasis on Excel skills</li><li>
Organizational skills to meet tight deadlines</li><li>
Strong process orientation</li><li>
Account reconciliation skills</li><li>
Ability to analyze and interpret financial data</li><li>
Takes initiative; demonstrated ability to work independently</li><li>
Daily communication with Internal Team, Client and Partners
</li><li>Respond effectively to team questions</li><li>
Escalate issues appropriately and professionally</li></ul><div>
Wunderman is Creatively Driven. Data Inspired. A leading global digital agency, Wunderman combines creativity and data into work that inspires consumers to take action and delivers results for brands. Wunderman has been widely recognized for its work. Forrester Research named us a leader in marketing database operations and a strong performer in customer engagement strategy*. Headquartered in New York, we have 9,200 creatives, data scientists, strategists and technologists in 200 offices in 70 markets. Wunderman is a ‘team first’ culture committed to creating an environment where people come to do the best work of their careers.</div><div><br>
<ul><li><i>The Forrester Wave™, Customer Insights Services Providers, Q4 2015</i></li></ul></div><div>
Wunderman is an equal opportunity and affirmative action employer. Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity.</div></div></div></div></div></span>",195 reviews,"Austin, TX"
Senior Data Scientist,HireStarter,"<span id=""job_summary"" class=""summary""><p>HireStarter's client, is oozing data – they serve tens of billions of impressions each month and are just starting to drive immense value from this data in the form of information and machine learning models. We are looking for an experienced Data Scientist to take a leadership role and help set the direction for the practice. Current and future projects may include optimizing search engine yield, job seeker targeting, and personal job recommendations. This is a high impact role.</p><p>Responsibilities:</p><ul><li>Gather big data from sources like Spark, Parquet, and HDFS or S3.</li><li>Model using non-linear algorithms like random forests and gradient boosted trees.</li><li>Develop the high throughput model serving.</li><li>Experience with or a desire to learn and apply deep learning.</li><li>Investigation and development using notebooks like Jupyter or Databricks.</li></ul><p>Requirements:</p><ul><li>Experience with deep learning in the natural language processing (NLP) field</li><li>Understands the pros and cons of industry machine learning practices.</li><li>Development experience in a JVM language like Java or Scala.</li><li>Experience in search, information retrieval, advertisement technology, and/or natural language processing.</li><li>History of mentoring and leading junior data scientists.</li></ul><p>Job Type: Full-time</p></span>",,"Austin, TX 78751"
Research Analyst In-House Counsel,Deeter Investments LLP,"<span id=""job_summary"" class=""summary""><p><b>JOB DESCRIPTION </b></p><p>This in-house counsel position is primarily a research and analyst position. The research and analysis provided will support securities trading activities by providing analysis, market surveys, and completing special projects as assigned in order to support quality decision making by the trading team. The ideal candidate will execute on the below job functions with a high level of quality and accuracy.</p><p><b>ESSENTIAL FUNCTION</b></p><ul><li>Research public information both filed with the SEC and related regulatory agencies and elsewhere that impact certain securities. Provide support for trading strategies and hypotheses. Much of this support will be legal, regulatory and financial research and strategy development and implementation based on such research.</li><li>Develop and keep updated information and analytical reports on research findings.</li><li>Follow public equity markets and update traders about events affecting individual stocks, specific sectors, and broader indexes.</li><li>Analyze all relevant activity around assigned stock activity, including competitive peer and non-peer news and performance, valuation metrics, sell-side coverage, short interest, derivatives activity, and technical analysis.</li><li>Deliver regular reports and ad hoc updates about stock performance, noteworthy institutional movements, and aberrational trading.</li></ul><p><b>Hiring Criteria</b></p><ul><li>Juris Doctorate - license to practice law preferred, but not required. 0-3 years of legal experience.</li><li>Available to work all open market hours Monday through Friday (Starting at 7 am through 2:30-3pm)</li><li>Ability to understand and analyze complex legal matters, to concisely summarize significant legal concerns as well as financial concerns related thereto and to communicate those concerns effectively to business people</li></ul><p><b>Compensation &amp; Benefits</b></p><p>$80,000 – $110,000 commensurate with experience and ability level + eligible bonus pay and excellent health insurance benefits. Chef prepared lunches provided along with several other work-life balance benefits.</p><p>Job Type: Full-time</p><p>Salary: $80,000.00 to $110,000.00 /year</p><p>Education:</p><ul><li>Doctorate</li></ul><p>Location:</p><ul><li>Austin, TX</li></ul><p>Language:</p><ul><li>English</li></ul></span>",,"Austin, TX"
"Consultant, Data Scientist",DELL,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>Consultant, Data Scientist</b></h2><p><b>
Job Grade</b><b>–</b> I9</p><p><b>
Hiring Manager – </b>Avanti Nadkarni</p><p><b>
Description</b></p><br>
<p>
Come join our world-class in-house legal team!<br>
</p><p>
Dell provides the technology that transforms the way we all work and live. But we are more than a technology company — we are a people company. We inspire, challenge and respect every one of our over 100,000 employees. We also provide them with unparalleled growth and development opportunities.<br>
<br>
Data Science is all about breaking new ground to enable businesses to answer their most urgent questions. Pioneering massively parallel data-intensive analytic processing, our mission is to develop a whole new approach to generating meaning and value from petabyte-scale data sets and shape brand new methodologies, tools, statistical methods and models. What’s more, we are in collaboration with leading academics, industry experts and highly skilled engineers to equip our customers to generate sophisticated new insights from the biggest of big data.<br>
</p><p>
Position is for a passionate data scientist to turn data into information, information into insight and insight into enablement of business decisions.</p><br>
<p>
Data scientist responsibilities include conducting a full lifecycle of activities from scoping business needs, designing metrics, developing analysis and reporting capabilities, perform continuous monitoring of operational areas to identify improvements and liaising cross functionally to enhance our BI architecture in providing long term and scalable solutions to support the Legal function.</p><br>
<p>
Key Responsibilities:</p><ul><li>
Perform data mining using advanced data analytical techniques to identify performance patterns and trends</li><li>
Design and develop advanced analytical data mining/machine learning algorithms and predictive models</li><li>
Provide analytical consultation, predictive modeling, and solutions to achieve business goals and objectives</li><li>
Research, design, develop, implement, and support decision science models</li><li>
Perform exploratory data analysis to find fraud patterns and trends in business applications</li><li>
Represent Legal in BI Council discussions and partner cross functionally with Dell IT and analytics teams to identify and acquire data and maintain databases where necessary</li><li>
Build out a BI infrastructure to support reporting and metrics solutions for long term sustainability and understand how reporting software and solutions integrate into the Dell IT environment</li><li>
Evaluate current state, understand the business problem and identify how data can provide possible solutions to address</li><li>
Transform data and insights into effective visualizations for executive presentations</li><li>
Clearly communicate &amp; articulate insights to key stakeholders</li><li>
Work closely with Legal teams / management to understand and prioritize business and information needs</li><li>
Provide analytical results to support strategic business decisions and the formulation of such decisions</li><li>
Proficiency with Tableau Software and other business intelligence software</li><li>
Liaise and partner with stakeholders across Legal in understanding landscape and key priorities to be able to assess where reporting, analytics and metrics can influence decision-making and enable Legal to support the business</li></ul><p><b>
Qualifications</b></p><br>
<p>
Preferred Skills / Experience:</p><ul><li>
Strong mathematical and statistical ability along with a proven ability to solve complex business problems with effective solutions</li><li>
Business-applicable experience in several techniques for data visualization skills, e.g. Tableau</li><li>
Ability to handle and maintain the confidentiality of highly sensitive information</li><li>
Working knowledge of basic statistical languages; experience with R, Python, SAS, SPSS, etc.</li><li>
Ability to apply knowledge of multidisciplinary business principles and practices to achieve successful outcomes in cross-functional projects and activities</li><li>
Strong business acumen with the ability to communicate with both business and IT stakeholders</li><li>
Passion for problem solving and developing new solutions quickly</li><li>
Strong communication skills through data visualizations, written and oral presentations to both technical and non-technical audiences.</li><li>
Comfortable with both relational databases and Hadoop and SQL based data mining frameworks</li><li>
Utilize the latest data analysis methods and technology platforms available</li><li>
Strong understanding in the application of statistical techniques, tests, distributions, maximum likelihood measures to design and evaluate experiments to enable data-driven decision making</li><li>
Experience in setting up predictive performance, analytics models and algorithms</li><li>
Ability to synthesize and deal with data imperfections where data is incomplete or inaccurate</li><li>
Proficiency with Excel and PowerPoint</li><li>
Advanced degree in statistics, applied mathematics, economics, or related quantitative fields, PhD a plus</li><li>
10+ years of experience with predictive modelling and analytics. Experience with analytics for Legal departments is desirable but not required</li></ul><br>
<p><br>
Round Rock, Tx<br>
<br>
Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Learn more about Diversity and Inclusion at Dell here.</p></div></span>","8,380 reviews","Round Rock, TX 78664"
Senior Data Scientist -Security & Malware -DeepArmor,SparkCognition,"<span id=""job_summary"" class=""summary""><div><p>SparkCognition is an AI leader that offers business-critical solutions for customers in energy, oil and gas, manufacturing, finance, aerospace, defense, and security. A highly awarded company recognized for cutting-edge technology, SparkCognition develops AI-powered cyber-physical software for the safety, security, reliability, and optimization of IT, OT, and the Industrial IoT.</p>
<p>SparkCognition is seeking an innovative data scientist to join the DeepArmor team. Attackers have been easily evading signature-based antivirus solutions for years, which is why 95% of cyber breaches originate at the endpoint. SparkCognition’s DeepArmor has redefined endpoint security by leveraging the power of artificial intelligence to both detect and prevent threats at machine scale. The right candidate will immerse yourself in cutting-edge research and work with the latest technologies to deliver value in the detection of malware and other security threats across multiple environments.</p>
<p>Responsibilities</p>
<p>Building models to solve specific problems. This includes, but is not limited to:</p>
<p>Processing, cleansing, and verifying the integrity of data used for analysis
<br>
Feature engineering using various techniques for the enhancement of data
<br>
Performing feature selection on original and generated data
<br>
Using machine learning tools to develop and train models
<br>
Performing efficacy testing of the models
<br>
Building automated tools that enable data scientists to more effectively perform tasks such as data cleaning, feature generation, feature selection, or model building
<br>
Performing ad-hoc analysis and presenting results in a clear manner
<br>
Working with a team to help solve new, never-before-solved challenges in malware and threat detection</p>
<p>Skills and qualifications</p>
<p>Understanding and experience using machine learning techniques and algorithms, including but not limited to: Linear Models, Neural Networks, Decision Trees, Bayesian Techniques, Clustering, Anomaly Detection, and more
<br>
Experience with data science languages, such as Python, R, MatLab, etc…
<br>
Experience with machine learning frameworks, such as PyTorch, TensorFlow, Theano, Keras, etc…
<br>
Familiarity with operating systems internals (e.g. Windows, macOS, Android, Linux, iOS, etc.), including but not limited to:</p>
<p>Memory management
<br>
Process layout and executable file formats
<br>
System calls, linker/loader, libraries</p>
<p>Familiarity with threat vectors contained in documents, images, and macros
<br>
Familiarity with malware and threat detection
<br>
Experience managing large volumes of data (terabytes or more)
<br>
Great communication skills
<br>
Good scripting and programming skills, especially Python
<br>
Graduate degree (or equivalent industry experience), Ph.D. preferred, in Computer Science or a related scientific discipline</p>
<p>Desirable skills and qualifications</p>
<p>Experience with security incident response and IDS or HIDS signature development
<br>
Experience with developing an application on a full stack of HTTP, JSON, REST, React, Java/C#, SQL, and no-SQL databases.</p>
<p><i>SparkCognition is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity and/or expression, national origin, protected veteran status, disability, genetics, or citizenship status (when otherwise legally authorized to work) and will not be discriminated against on the basis of such characteristics or any other status protected by the laws or regulations in the locations where we operate. If you need assistance or an accommodation due to a disability, you may contact us at accommodations@sparkcognition.com</i></p></div></span>",5 reviews,"Austin, TX 78759"
Data Scientist -Transit,Cubic Corporation,"<span id=""job_summary"" class=""summary""><div><p>Job Summary:
</p><br>
<p>As part of the NextBus data science team you’ll build information-rich data products using cutting-edge techniques and technologies to solve transportation related challenges and problems. You’ll be leveraging machine learning, data modeling, and statistical modeling techniques to deliver new capabilities to the NextBus platform. You’ll add your strong problem solving and analytic skills to collaborate on data-focused projects and identify non-obvious relationships between disparate data sources. You’ll work under general supervision and regularly exercise discretionary and substantial decision-making authority.
</p><br>
<p><b>Essential Job Duties and Responsibilities:
</b></p><br>
<ul><li>Works with the data science team and stakeholders in an agile environment to address business challenges by harnessing structured, semi-structured, and unstructured data in a distributed processing environment.
</li><li>Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse data sources to generate actionable insights and solutions for client services and product enhancement.
</li><li>Develops software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources.
</li><li>Prepares and delivers presentations that effectively describe complex quantitative methods in clear and concise communications.
</li><li>Keeps up to date with technical as well as industry developments, analytics software/tools, trends, and recognized best practices.
</li><li>Contributes to projects under the direction of project and product owners to adhere to funding, resourcing, schedule, and other constraints.
</li></ul><br>
<br>
<p><b>Minimum Job Requirements:
</b></p><p><br>
Four-year college degree, in statistics, economics, physics, mathematics, operations research, computer science, data engineering, or related field;
</p><ul><li>Experience with machine learning, data modeling, data integration, data mining, statistical modeling, and general data science best practices.
</li><li>Experience with Python, R, Jupyter Notebooks, Git and SQL in a Linux environment.
</li><li>Experience using exploratory data analysis methodology in creating and implementing machine learning algorithms and advanced statistics such as: regression, clustering, decision trees, markov chains, monte carlo, kalman filters, scenario analysis and neural networks
</li><li>Experience with cloud services including AWS, Azure, Google Cloud Platform and Bluemix. Ability to collect data using XML and REST APIs .
</li><li>Experience in visualizing data to stakeholders in a simple and concise manner through visualization software such as Tableau, Domo, ggplot, D3, Qlikview, Leaflet, etc.
</li></ul><br>
<p>ADDITIONAL QUALIFICATIONS
</p><br>
<ul><li>Experience with real-time transit data such as GTFS-RT, SIRI, OrbCAD
</li><li>Experience with transit schedule data such as GTFS
</li><li>Experience with signal processing techniques
</li></ul><br>
<br>
<p>Requires fundamental knowledge and experience developing algorithms and analytics applications. Must have strong analytical and problem-solving skills, attention to details, critical thinking ability, and creativity. Must be able to abstract from ambiguous and sometimes conflicting information to identify opportunities for improvement and the critical business drivers and factors that influence outcomes. Must have demonstrated ability to produce high quality analytics applications that can be deployed in a repeatable and scalable fashion. Requires strong knowledge of statistics, signal processing, machine learning, predictive analytics, and other related techniques. Must have excellent written and verbal communication skills used to effectively communicate and present complex information in terms appropriate to the audience. Incumbent will have well-developed research skills and knowledge of current data management principles, procedures, and other tools of the trade. Must be able to manage and prioritize multiple projects simultaneously while balancing according to scope, budget and schedule. Prior experience working in the transportation or logistics industries desired.
</p><br>
<br>
<br>
<p><i>The description provided above is not intended to be an exhaustive list of all job duties, responsibilities and requirements. Duties, responsibilities and requirements may change over time and according to business need.
</i></p><h1 class=""jobSectionHeader""><b>Worker Type:
</b></h1><br>
Employee</div></span>",358 reviews,"Austin, TX"
