position,company,description,numreview,location
Senior Scientist Real-World Evidence,Abbott Laboratories,"<span id=""job_summary"" class=""summary""><div><p>At Abbott, we're committed to helping people live their best possible life through the power of health. For more than 125 years, we've brought new products and technologies to the world - in nutrition, diagnostics, medical devices and branded generic pharmaceuticals - that create more possibilities for more people at all stages of life. Today, 99,000 of us are working to help people live not just longer, but better, in the more than 150 countries we serve.</p><p>
Summary:</p><p>
You will work within the Abbott Real-World Evidence and Digital Health team. You will lead projects that generate impactful evidence and insights related to medical device technology, relevant disease states, and healthcare economics. You will collaborate with peers within the function, across the organization, and thought leaders outside the company. You will work with different types of data, developing creative ways to analyze and present your results. You will prepare conference presentations and develop scientific manuscripts. You will also support digital health initiatives. Your work will support healthcare decisions by patients, physicians, health authorities, payers, and policy-makers.</p><br>
<p>
Main responsibilities will include:</p><ul><li>
Lead and complete projects related to implantable medical devices, including but not limited to pacemakers, defibrillators, stents, heart valves, ventricular assist devices, and spinal cord stimulators</li><li>
Collaborate with peers within the function, across the organization and outside the company</li><li>
Identify evidence gaps and develop creative ways to fill them</li><li>
Design and execute clinically-relevant data analyses</li><li>
Prepare conference presentations and scientific manuscripts</li><li>
Work with varied data types, including clinical study data, electronic health records, remote device monitoring data, and insurance claims data</li><li>
Present to internal and external stakeholders with varied backgrounds</li><li>
Cultivate relationships with key opinion leaders in the industry</li><li>
Become a domain expert in data science and clinical landscape</li><li>
Maintain a scientific, analytical mindset on projects</li><li>
Investigate the patent implications of research outcomes and coordinate with intellectual property attorneys</li><li>
Support digital health initiatives</li></ul><br>
<p>Desired skills:</p><ul><li>
Excellent written skills, with proven ability to prepare scientific manuscripts</li><li>
Excellent verbal communication skills and ability to speak with experts in the field</li><li>
Excellent data analysis skills</li><li>
Knowledge of statistical methods</li><li>
Experience with analytical software tools such as R, Matlab, SAS, Python</li><li>
Ability to come up with innovative data analysis and presentation strategies</li><li>
Ability to work independently but in a team environment</li></ul><br>
<p>Qualifications required:</p><ul><li>
Ph.D. or MS/5+ years of experience in biomedical engineering, health/biomedical sciences, epidemiology, or related field</li></ul></div></span>","3,110 reviews","Sunnyvale, CA"
Senior Research Scientist,Blue River Technology,"<span id=""job_summary"" class=""summary"">About Blue River
<br><br>
Blue River Technology serves the agricultural industry by designing and building advanced farm machines that utilize computer vision and machine learning to enable farmers to understand and manage every plant. These machines help farmers to improve profitability, protects the environment by reducing pesticide use, and captures valuable plant-by-plant data. Blue River is a pioneer in the agricultural robotics space and has developed the See &amp; Spray precision sprayer, which applies pesticide only where needed, and can reduce pesticide use 90%. John Deere &amp; Company, with over 180 years of experience in designing, manufacturing, and distributing innovative products to farmers, acquired Blue River Technology in the fall of 2017 as an independently-run subsidiary. In partnership with John Deere, Blue River has expanded rapidly and together both companies see many opportunities to apply advanced computer vision, machine learning, and robotics technologies to other areas in agriculture beyond spraying.
<br><br>
Blue River is based in Sunnyvale, CA and has over 80 team members with diverse experience including: computer vision, machine learning, systems software, autonomous vehicles, and precision agriculture. Our working environment is fast paced and highly collaborative, and employees are excited to use their talents to improve food production and protect the environment.
<br><br>
<b>Position Description:</b><br>
We are seeking a Senior Research Scientist to join an exciting new program that sits at the intersection of agriculture, machine learning, and robotics. Details are confidential but, similar to Blue River’s existing See &amp; Spray product, this program has tremendous potential to help farmers, to shape global farming practices, and to have a major impact on one of America’s most iconic brands. If that sounds interesting please read on:
<br><br>
<b>Specific Responsibilities:</b><br>
<ul>
<li>Implementing deep-learning-based classification systems for identifying, characterizing, and classifying various farm-related objects using camera, radar, LiDAR, etc.</li>
<li>Exploring and developing new methods for improving detection performance and increasing the speed of processing</li>
<li>Working with the Software team to transition processing from desktop/server class machines to real-time, field robotic systems</li>
<li>Work with systems software engineers to help architect and develop data processing and annotation pipelines for continuous system monitoring and improvement</li>
</ul>
<b>Qualifications:</b><br>
<ul>
<li>Advanced degree in Computer Vision or Machine Learning preferred</li>
<li>5+ years developing algorithms and solving problems in computer vision/perception</li>
<li>3+ years in developing machine learning systems, with extensive experience on deep learning systems (Tensorflow preferred)</li>
<li>Advanced proficiency in C++11, Python, OpenCV, and related tools</li>
<li>Attention to detail and ability to work independently</li>
<li>Excellent communication and teaming skills</li>
<li>Passion to solve difficult problems in a multidisciplinary team environment</li>
<li>Comfortable working in a dynamic start-up environment; ability to “roll-up your sleeves” and lead by example, when needed</li>
<li>Additional plusses include:</li>
<li>Experience with autonomous vehicles</li>
<li>Experience in implementing and improving deep learning systems and moving to real-time processing on embedded hardware</li>
<li>In-depth knowledge robotics libraries such as ROS</li>
<li>Hands-on work on managing and doing GPU-based computing on large data sets</li>
<li>Have shipped a commercial product/system</li>
<li>Leadership or management experience</li>
</ul>
</span>",,"Sunnyvale, CA 94085"
"Principal Scientist, PK Modeling","Pharmacyclics, an Abbvie Company","<span id=""job_summary"" class=""summary""><div>Responsible to provide PK and PKPD modeling expertise to support oncology discovery and development projects and influence regulatory strategy, particularly with pharmacokinetic (PK) and pharmacodynamics (PD) modeling and simulation and other statistical analyses. Work closely with multidisciplinary teams to integrate PK, PKPD, and DM data to support preclinical development of drug candidate and regulatory submission.<br>
<br>
<b>Key Accountabilities/Core Job Responsibilities:</b><br>
<ul><li>Expert in PK and PD principles and design, execution, data analysis, modeling &amp; simulation, interpretation and statistical analysis.
</li><li>Expert in PK, PD, PBPK and population PK/PD modeling and simulation using relevant software tools.
</li><li>Perform mechanism based PKPD and population PK and PKPD-analyses, and other model based analyses on a regular basis.
</li><li>Review nonclinical data and utilize modeling and simulation approaches using in vitro and animal data to determine the starting dose for first in human studies and potential DDI liability. Provides a rationale for dose escalation and dose range in phase 1 studies.
</li><li>Functions as a consultant in areas of expertise both within the department and for project teams.
</li><li>Provide PK and PKPD expertise and input into related documents including clinical development plans, protocols and amendments, Investigator Brochures, SOPs, case report forms, study reports, manuscripts, summaries for regulatory authorities, INDs, NDAs and sNDAs.
</li><li>Participate and present the results in group and project team meetings.
</li><li>Participate on cross functional teams to effectively identify and characterize high quality drug candidates.
</li><li>Write scientific reports and prepare appropriate documentation to support applications for regulatory agency filing as required.
</li><li>Must have clear and effective communication skills and building effective technical collaborations in a team model environment. <b>Qualifications and Requirements:</b><br>
</li><li>Ph.D. degree in pharmacokinetics/pharmaceutical sciences, pharmacometrics, clinical pharmacology, mathematics, statistics, or other related discipline with an emphasis on pharmacometrics and PKPD modeling.
</li><li>At least 8 years hands-on in the modeling and simulation in industrial drug discovery setting with a solid understanding of application of PK, PKPD, and PBPK models and fundamentals of statistical modeling.
</li><li>Appropriate modeling and computer software experience and proficient in computer programs or PK software, i.e., WinNonlin, NONMEM, GastroPlus, Simcyp or similar programs.
</li><li>Experience in delivering multiple small molecule compounds into IND is a must; experience in early stage clinical development programs/NDA submission is a plus
</li><li>Proactive in problem-solving and be able to independently manage timelines and priorities.
</li><li>Excellent interpersonal skills, strong written and oral communication skills.
</li><li>Ability to work independently to drive project forward as well as collaboratively in a multidisciplinary team environment.
</li></ul>Equal Opportunity Employer Minorities/Women/Veterans/Disabled</div></span>",26 reviews,"Sunnyvale, CA"
"Principal Scientist, Translational Medicine","Pharmacyclics, an Abbvie Company","<span id=""job_summary"" class=""summary""><div>Pharmacyclics is committed to the development and commercialization of novel therapies intended to improve the quality and duration of life and to resolve serious unmet medical needs for cancer patients. Pharmacyclics is a wholly-owned subsidiary of AbbVie (NYSE:ABBV), a global, research-based biopharmaceutical company. Oncology is a key therapeutic area for AbbVie, with a portfolio consisting of three marketed products and a pipeline containing multiple promising new molecules that are being studied in more than 200 clinical trials for over 20 different types of cancer.<br>
<br>
More than 1,200 Pharmacyclics and AbbVie research scientists, clinicians, marketing, operations and corporate professionals work in the San Francisco Bay Area. They combine their expertise in immuno-oncology, stem cells, and cell-signaling with their knowledge of bispecific antibodies, antibody-drug conjugates (ADCs), and covalent-inhibitor technologies to discover and develop novel cancer treatments. Together, we are striving to outsmart cancer.<br>
<br>
To learn more about us, please visit us at http://www.pharmacyclics.com/<br>
<br>
Pharmacyclics is seeking a Principal Scientist, Translational Medicine.<br>
<br>
Responsible for implementation of overall biomarker strategy and development plans to support hematology/oncology clinical studies with a focus on Chronic Lymphocytic Leukemia (CLL) and other B-cell malignancies. Directs and performs pharmacodynamic marker, flow cytometry, cytogenetics, Minimal Residual Disease (MRD) and genomic assays through external CRO and/or internal efforts. Collaborates closely with Clinical Science, Biometrics, Clinical Operation, and Regulatory Departments to deliver biomarker results/reports to internal stakeholders and external agencies. Ensures that overall budgets, schedules, and performance standards are attained. Accountable for the operational execution of biomarker strategy of CLL and other hematology/oncology clinical studies, in compliance with Pharmacyclics processes and regulatory requirements.<br>
<br>
<b>Key Accountabilities/Core Job Responsibilities:</b>
<br>
<ul><li>Works in the Discovery Organization, develops, establishes, and leads efforts aimed at discovery of novel biomarkers with association to clinical endpoints in oncology studies.
</li><li>Collaborates with bioinformatics team to drive biomarker analyzes using a deep understanding of clinical genetics, CLL disease biology and immunology.
</li><li>Undertakes cross-functional engagement with Clinical Science and Clinical Operations for implementation of biomarker assays in the clinic.
</li><li>Manage relationships with external analytical labs, provide input into trial-specific agreements and perform technical assessment of labs involved in biomarker sample analysis. Coordinates between CRO Assay Development group and clinical team, when necessary .
</li><li>Provides input on biomarker-related sections in clinical study-related and regulatory documents (such as Clinical protocol, INDs, IBs, etc.).
</li><li>Contribute to the biomarker assessments in clinical protocols to develop the central and reference laboratory components.
</li><li>Participates in reviews and provides recommendations for business development opportunities.
</li><li>Ensures that biomarker samples selection, data transfer, analyzes and reporting are performed in accordance to the study protocol and in compliance with regulatory requirements.
</li><li>Participates in drafting of clinical study-related and regulatory documents, such as INDs, ICFs, IBs, Clinical Study Reports, ad hoc analyses, etc. <b>Qualifications:
</b></li><li>Proven record of success in leading clinical biomarker studies in pharmaceutical or biotechnology companies, preferentially in hematology/oncology settings.
</li><li>Expertise in frequently used clinical biomarker assay in CLL and a strong understanding of clinical genetics. Bioinformatic experience will be a bonus.
</li><li>Understanding of clinical trial designs and clinical operations.
</li><li>Excellent organizational skills, communication skills between research, clinical and biometrics staff.
</li><li>Deep understanding and expertise in cancer biology.
</li></ul><b>Experience:</b>
<br>
<ul><li>PhD in biological sciences or related field with 8 years of relevant Translational Medicine/Biomarker work experience d in in an industry setting.
</li><li>Experience in drug development in a pharmaceutical or biotechnology company with significant expertise in mid to late stages of clinical development.
</li><li>Small-molecule kinase inhibitor R&amp;D experience preferred.
</li><li>Deep understanding of B-cell leukemia/lymphoma biology preferred.
</li></ul>Equal Opportunity Employer Minorities/Women/Veterans/Disabled</div></span>",26 reviews,"Sunnyvale, CA"
Principal Data Engineer,TARGET,"<span id=""job_summary"" class=""summary""><div>Description:
<div><div>Join the Data Science &amp; Engineering team at Target. Here we employ cutting edge technologies to help Target meaningfully engage with guests and make intelligent business decisions. Data Engineers partner closely with Data Scientists, continuously innovating to harness valuable insights from data generated and captured at Target. You will work in an environment that provides the freedom and agility of a startup, with the security and vast resources of a large established company.</div><br>
<div>As a Principal Data Engineer, you will be expected to design and architect high quality, flexible, manageable and performant systems and services. You will architect solutions that will capture, manage, process and serve small to large data at scale. You will work with business partners to provide technical solutions for business problems. Responsibilities will include analyzing, designing, programing, debugging, modifying software for existing and new products used in distributed, large scale analytics solutions.</div><br>
<div>We are looking for a highly-motivated engineering professional who will partner with product owners and management at one end, and lead and motivate scrum development teams on the other.
</div><br>
<div><b>Key Responsibilities:
</b></div><ul><li><div>Lead decision-making process for selection of software products and architecture solutions</div></li><li><div>
Develop software systems using test driven development employing continuous integration practices</div></li><li><div>
Mentor and partner with engineers to develop software that meets business needs</div></li><li><div>
Follow agile methodology for software development and technical documentation</div></li><li><div>
Innovate constantly and keep systems up to date with current technologies</div></li></ul><div><b>
Requirements</b></div><ul><li><div>
10+ years’ experience in developing software applications</div></li><li><div>
3+ years’ experience working on Bigdata technologies. Preferred experience with Spark, Druid, Hive and Apex on Hadoop
</div></li><li><div>MS degree or PhD degree in Computer Science or area of study related to data sciences and data mining</div></li><li><div>
Proficient in application/software architecture (Definition, Business Process Modeling, etc.)</div></li><li><div>
Understand application/software development and design.</div></li><li><div>
Collaborative personality, able to engage in interactive discussions with the rest of the team</div></li><li><div>
Inquisitive on Big Data technology and current on new ideas and tools</div></li></ul></div><br>
Qualifications:</div></span>","33,275 reviews","Sunnyvale, CA"
Sr Speech Scientist,Amazon.com,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>Job Description
</b></h2><div><div><div>Amazon Lab126 is an inventive research and development company that designs and engineers high-profile devices like the Kindle family of products. Lab126 began in 2004 as a subsidiary of Amazon.com, Inc. Since then, we have worked to produce best-selling e-readers and tablets, as well as new inventions like Fire TV and Fire phone. What will you help us create?<br>
<br>
Work hard. Have fun. Make history.<br>
<br>
<b>The Role:</b><br>
Amazon is looking for a passionate, talented, and inventive Senior Scientist to help build industry-leading Speech and Language technology. Our mission is to push the envelope in Automatic Speech Recognition (ASR) and Audio Signal Processing, in order to provide the best-possible experience for our customers.<br>
<br>
As a Senior Speech and Language Scientist, you will work with talented peers to develop novel algorithms and modeling techniques to advance the state of the art in spoken language understanding. Your work will directly impact our customers in the form of novel products and services that make use of speech and language technology. You will work closely with HW designers to delivers best customer experience within the constraints of low-cost consumer device. You will leverage Amazon’s heterogeneous data sources and large-scale computing resources to accelerate advances in spoken language understanding. You will mentor junior scientists, create and drive new initiatives.<br>
<br>
</div></div></div><h2 class=""jobSectionHeader""><b>Basic Qualifications
</b></h2><div><div><div><ul><li>Graduate degree (MS or PhD) in Electrical Engineering, Computer Sciences, or Mathematics</li><li>
5+ years of work experience with standard speech and machine learning techniques</li><li>
Experience with programming languages such as C/C++, Java, Perl or Python.</li></ul>
</div></div></div><h2 class=""jobSectionHeader""><b>Preferred Qualifications
</b></h2><div><div><div><ul><li>PhD with specialization in speech recognition, signal processing, and machine learning</li><li>
Strong publication record</li><li>
Strong software development skills</li><li>
Experience working effectively with science, data processing, and software engineering teams</li><li>
5+ years of work experience with standard speech and machine learning techniques, scientific thinking, and the ability to invent</li><li>
A track record of thought leadership and contributions that have advanced the field</li><li>
Excellent written and spoken communication skills</li></ul><br>
Lab126 is part of the Amazon.com, Inc. group of companies and is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.<br>
#LI-SJ1</div></div></div></div></span>","25,907 reviews","Sunnyvale, CA"
Machine Learning Engineer,"Linc Global, Inc.","<span id=""job_summary"" class=""summary""><div><div><p><b>Why you should join:</b></p>
<p>
Join us in building the best ecommerce SaaS platform to revolutionize how retailers and brand engage with shoppers for post-purchase activities and more. Linc is looking for a machine learning developer who is passionate about applying ML techniques from natural language understanding, dialog system, recommendation system, knowledge extraction to deep learning. We offer a fun, dynamic and result-driven environment. If scale and complexity in a high growth startup excite you, Linc is the right place to be.</p>
<p><b>
About Linc:</b></p>
<p>
Linc is an AI-powered Customer Care Automation Platform that transforms one time purchasers into lifetime customers through a better than Amazon experience around tracking, returns, exchanges, and reordering. We also allow retailers to re-target and offer cross sells and upsells based on purchase history rather than browser history. We make this available to e-retailer or brand client via a number of channels including; web, email, text, and the emerging channels of Facebook Messenger and Voice. The end result is higher shopper retention rates and a higher lifetime value with those clients.</p>
<p>
As a fast growing startup, Linc has delighted tens millions of shoppers, and customer list includes world-class brands like Carter’s, P&amp;G, Crocs, GoPro, Hugo Boss, eBags, and L’Oreal. Learn more at letslinc.com.</p>
<p><b>
Responsibility:</b></p>
<ul>
<li>Works on one or more technical areas of applications of Natural Language Understanding, Dialog system, Statistical NLP, Contextual Understanding, Probabilistic Inferencing/Reasoning, Product Recommendation</li></ul>
<br>
<ul><li>Develops and demonstrates viability of novel solution in the context of Linc’s platform and data to deliver business results as well as best of breed user experience.
</li></ul><br>
<ul><li>Be a part of an engineering team with total responsibility of both algorithms, systems and production scaling and support – full soup to nuts ownership and empowerment!
</li></ul><br>
<p><b>Key Qualifications:</b></p>
<ul>
<li>3-7 years with at least 2 years in Machine Learning, Statistics and NLP related fields</li>
<li>MS or PhD program in Computer Science, Mathematics or a related field with demonstrated academic excellence
</li><li>3+ years of programming experience, proficiency in Python and at least one of the objective oriented languages such as Java/C++/Go/Scala</li>
<li>2+ years of hands-on cloud platform experience: AWS or Azure
</li><li>Strong knowledge in general software design, data structures, and relational database</li>
<li>Strong written and oral communication skills</li>
<li>Strong analytical skills, data driven mindset</li></ul>
<br>
<p><b>Desired:</b></p>
<ul>
<li>Previous experience working in a start-up environment
</li><li>Experience with Ecommerce space, knowledge of product taxonomy building</li>
<li>Experience with NLP toolkits such as NLTK, OpenNLP, Stanford CoreNLP etc.
</li><li>Experience with open source machine learning toolkits: TensorFlow, CNTK, scikit-learn, pandas, numpy, libsvm, Keras
</li></ul><br>
<p><b>Perks</b></p>
<ul>
<li>We will sponsor Visas</li>
<li>Full medical and dental coverage</li>
<li>Company provided lunches and close to downtown Sunnyvale</li>
<li>Knowledge sharing sessions with some of Silicon Valley’s best minds</li></ul></div></div></span>",,"Sunnyvale, CA"
Deep Learning Software Development Engineer,Amazon.com,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>Job Description
</b></h2><div><div><div>Amazon Lab126 is an inventive research and development company that designs and engineers high-profile consumer electronics. Lab126 began in 2004 as a subsidiary of Amazon.com, Inc., originally creating the best-selling Kindle family of products. Since then, we have produced groundbreaking devices like Fire tablets, Fire TV, and Amazon Echo. What will you help us create?<br>
<br>
The Role:<br>
<br>
We are a smart team of doers that work passionately to apply cutting-edge advances in robotics and software to solve real-world challenges that will transform our customers’ experiences in ways we can’t even imagine yet.<br>
<br>
Key responsibilities will be to conduct research and development in computer vision and related disciplines, and to collaborate with cross-functional engineering teams, including Amazon Robotics, to put the concepts you develop into production. You will determine where commercially available solution and academic research can be applied to solve Amazon business problems, as well as identify opportunities for innovation. You will use a large amount of data to train and test algorithms to bring them up to production level quality.<br>
<br>
If this describes you, come join our team at Lab126 in the heart of Silicon Valley. The team is using computer vision, image recognition, machine learning, real-time and distributed systems to convert requirements into concrete deliverables. Comfort with a high degree of ambiguity and ability to solve problems that haven’t been solved to scale before are essential.<br>
<br>
In this role, you will:<br>
<br>
Design and develop robust software that can be scaled to multiple platforms for functionality and performance<br>
Collaborate with developers on applying deep learning to solve real world problems<br>
Conduct performance analysis, optimization and tuning the latest Deep Learning models<br>
Work closely with Research Scientist to port their algorithms on embedded SOCs<br>
<br>
</div></div></div><h2 class=""jobSectionHeader""><b>Basic Qualifications
</b></h2><div><div><div><br>
<ul><li>5+ years of relevant software development and embedded system experience</li><li>3+ years experience with GPU architectures, computations for 3D graphics.</li><li>5+ C/C++ programming and software design skills, including debugging, performance analysis, and test design.</li><li>Experience working with deep learning frameworks like MxNet, ONNX, Caffe and TensorFlow</li><li>2+ years of opencl programming experience</li></ul>
</div></div></div><h2 class=""jobSectionHeader""><b>Preferred Qualifications
</b></h2><div><div><ul><li>Identify bottlenecks and propose creative solutions to improve them.</li><li>Experience investigating, designing, prototyping, and delivering new and innovative system solutions.</li><li>Linux platform and embedded system development experience</li><li>Solid knowledge of 3D graphics and GPU technologies, including shaders, shading languages and rendering techniques.</li><li>Excellent written and verbal communication skills, ability to communicate effectively to both technical and nontechnical audiences</li><li>Dedicated and able to work without supervision</li></ul><br>
Amazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation</div></div></div></span>","25,907 reviews","Sunnyvale, CA"
"Software Engineer, Cloud Machine Learning",Google,"<span id=""job_summary"" class=""summary""><div><div><div><div><p>Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to tackle new problems across the full-stack as we continue to push technology forward.<br>
<br>
With your technical expertise you manage individual projects priorities, deadlines and deliverables. You design, develop, test, deploy, maintain, and enhance software solutions.</p>
<p>The goal of Cloud Artificial Intelligence and Machine Learning is to innovate and deliver the best Artificial Intelligence (AI) tech to impact the world via Google Cloud. We're developing Cloud AI on Google Cloud Platform in close partnership with a number of teams across the company. Cloud is one place where data, computing and algorithms converge!
</p><p>We have a broad array of problems to solve - from applied machine learning problems, to core machine learning platform, to advanced machine learning APIs, to Machine Learning Advanced Solutions Lab to help business to solve their complex problems, to deep cloud integration, to help simplify machine learning, make it more pervasive and grow the user base to include data engineers, data analysts and application developers - comprising of both cloud users, and Googlers for internal machine learning workloads running on Cloud.</p><p>
Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.</p></div><div><div><div>
Responsibilities
</div><div><ul><li>Participate in cutting edge research in artificial intelligence and machine learning applications.</li>
<li>Develop solutions for real world, large scale problems.</li>
</ul></div></div><div><div>Qualifications
</div><div>Minimum qualifications:<ul>
<li>BA/BS degree in Computer Science or related technical field, or equivalent practical experience.</li>
<li>2 years of work or educational experience in Machine Learning or Artificial Intelligence.</li>
<li>Experience with one or more general purpose programming languages including but not limited to: Java, C/C++ or Python.</li>
<li>Experience with one or more of the following: Natural Language Processing, text understanding, classification, pattern recognition, recommendation systems, targeting systems, ranking systems or similar.</li>
</ul><br>
Preferred qualifications:<ul>
<li>MS or PhD degree in Computer Science, Artificial Intelligence, Machine Learning, or related technical field.</li>
<li>Large Scale Machine Learning experience.</li>
<li>Graphics Processing Unit programming experience.</li>
<li>Exposure to Deep Learning, Neural Networks, or related fields and a strong interest and desire to pursue them.</li>
</ul></div></div></div></div><br>
<div><div>At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.</div></div><div><div><b>
To all recruitment agencies:</b> Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes.</div></div></div></div></span>","2,474 reviews","Sunnyvale, CA"
"Lead, Emerging Trends, Brand Safety and Sensitive Verticals, Trust and Safety",Google,"<span id=""job_summary"" class=""summary""><div><div><div><div><p>Google's brand is only as strong as our users' trust-and their steadfast belief that our guiding principles are what's best for them. Our Trust and Safety team has the critical responsibility of protecting Google's users by ensuring online safety by fighting web abuse and fraud across Google products like Search, Maps, Google Ads and AdSense. On this team, you're a big-picture thinker and strategic leader. You understand the user's point of view and are passionate about using your combined technical, sales and customer service acumen to protect our users. You work globally and cross-functionally with Google developers and Product Managers to navigate challenging online safety situations and handle abuse and fraud cases at Google speed (read: fast!). Help us prove that quality on the Internet trumps all.</p>
<p>Our job is to identify new and emerging threat trends and develop and implement preventative solutions. We deliver on ambitious new ideas to make the Internet safer for our users around the globe. We’re a team of change agents, entrepreneurs, engineers and scientists who love the challenge of the seemingly impossible.
</p><p>In this role you will be part of a global team working to ensure that key threats impacting user protection are proactively identified and managed effectively, with the least amount of impact on our business, users or brand. Your job will be to lead and develop building out a robust framework, spearhead analyses and drive impactful change through a combination of opportunity identification, Google-wide collaboration, project management, and executive-level engagement.
</p><p>Your role is to identify, assess, strategize and bring together teams across Google to make progress on the Brand Safety and Sensitive Verticals space immediately, and more broadly across other trends in the future. You will lead the narrative and coordinate on behalf of all Trust and Safety teams working on those issues and make decisions about how to structure and fund our approach in these areas.
</p><p>In addition, you and your team will identify abuse and user safety trends and threats in this space, and report on the online safety relevant risks across products to Google’s senior leaders. You drive progress through analytical thinking, data-driven decisions, technical know-how, charisma and the ability to work with your team to provide leadership to do what it takes to get things done in order to make a difference.</p>
<p>At Google we work hard to earn our users’ trust every day. Gaining and retaining this trust is critically important to Google’s success. We defend Google's integrity by fighting spam, fraud and abuse, and develop and communicate state-of-the-art product policies. The Trust and Safety team reduces risk and protects the experience of our users and business partners in more than 40 languages and across Google's expanding base of products. We work with a variety of teams from Engineering to Legal, Public Policy and Sales Engineering to set policies and combat fraud and abuse in a scalable way, often with an eye to finding industry-wide solutions. Trust and Safety team members are motivated to find innovative solutions, and use technical know-how, user insights and proactive communication to pursue the highest possible quality and safety standards for users across Google products.</p></div><div><div><div>
Responsibilities
</div><div><ul><li>Provide reliable and comprehensive assessment in your space, lead the narrative, framework development and successfully communicate it to cross-functional partners</li>
<li>Focus on building deep analytical expertise, lead Google-wide discussions and become a representative of the covered abuse areas across Google and the industry</li>
<li>Manage a small but impactful team of Trust and Safety team members, invest in their collective success, set them up for greater industry wide success and broad reaching influence and hold them accountable to our commitments</li>
<li>Help us understand and find effective ways to respond to emerging threats and abuse problems and help the team align to combat these threats with cohesive and collaborative approaches across all Google products globally</li>
<li>Have the gravitas required to engage directly with leadership inside and outside Google to communicate key findings and recommendations</li>
</ul></div></div><div><div>Qualifications
</div><div>Minimum qualifications:<ul>
<li>Bachelor's degree or equivalent practical experience.</li>
<li>Leadership experience.</li>
</ul><br>
Preferred qualifications:<ul>
<li>Master's, MBA or PhD in a related field (Analytical, Technical, Legal, Operations Management).</li>
<li>Experience in senior global management roles, handling multiple senior stakeholders and a proven ability to influence at all levels of the organization</li>
<li>Consultancy experience in the area of emerging trends. Track record of operating effectively in a rapidly changing environment.</li>
<li>Corporate experience in large blue chip companies with a focus on core business operations, customer experience or business process improvement.</li>
<li>Open, engaging and collaborative style with a user first attitude.</li>
<li>Leadership presence with excellent cultural sensitivity, a global mindset and a proven ability to influence and inspire across all levels of the organization; Ability to think holistically, with a bias to action, exemplary problem solving skills and extraordinary attention to detail.</li>
</ul></div></div></div></div><br>
<div><div>At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.</div></div><div><div><b>
To all recruitment agencies:</b> Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes.</div></div></div></div></span>","2,474 reviews","Sunnyvale, CA"
